customer_id,acquisition_channel,customer_segment,recency_days,frequency,monetary,rfm_segment
9540,paid_search,VIP,224,2,1822.25,Developing
4024,direct,Regular,427,4,2881.11,Dormant
9977,marketplace,Regular,42,5,3401.48,Champions
3444,affiliate,New,357,6,5321.05,Developing
5370,referral,Regular,39,10,7693.66,Champions
7145,affiliate,VIP,101,4,3547.18,Loyal
8542,marketplace,VIP,479,2,1031.64,Dormant
4959,referral,VIP,153,6,8282.58,Developing
3928,paid_search,Regular,35,7,5389.79,Champions
2342,marketplace,Regular,214,4,2874.47,Developing
9016,email,New,108,6,3720.05,Loyal
2769,social_media,New,482,4,6230.18,Dormant
3833,organic_search,New,605,3,2671.32,Dormant
6393,social_media,Regular,7,6,6258.80,Champions
8404,social_media,New,129,5,4776.53,Developing
5611,affiliate,New,57,5,5121.15,Champions
6758,referral,New,97,3,4356.46,Loyal
7636,marketplace,Wholesale,367,6,8321.66,Dormant
6917,direct,VIP,147,7,5534.36,Developing
4819,social_media,At Risk,302,3,3311.47,Developing
4977,organic_search,At Risk,652,3,2859.29,Dormant
3916,direct,Wholesale,164,5,5024.41,Developing
7749,social_media,Wholesale,89,6,9120.98,Loyal
7289,marketplace,New,144,6,7603.19,Developing
8690,paid_search,New,284,4,3227.14,Developing
1369,organic_search,Regular,405,2,3916.60,Dormant
4980,referral,New,297,4,1244.85,Developing
1561,referral,VIP,71,5,2619.28,Loyal
3793,paid_search,New,10,5,9039.74,Champions
5295,referral,Regular,46,4,3551.08,Loyal
5829,affiliate,New,82,5,2477.78,Loyal
5014,affiliate,New,223,4,2165.51,Developing
8342,email,New,401,2,664.62,Dormant
8481,referral,Wholesale,195,7,5377.03,Developing
607,organic_search,At Risk,597,2,453.84,Dormant
5416,marketplace,At Risk,407,2,1571.99,Dormant
3695,social_media,Wholesale,654,3,3714.84,Dormant
14,social_media,New,9,4,13214.00,Loyal
6916,organic_search,At Risk,158,9,7722.00,Developing
2117,social_media,Regular,154,1,1458.40,Developing
1515,paid_search,Wholesale,133,5,2710.01,Developing
9962,paid_search,Regular,493,4,2485.19,Dormant
4263,paid_search,Regular,20,7,8886.12,Champions
6497,organic_search,New,196,1,320.51,Developing
6518,social_media,Regular,203,4,5912.59,Developing
2576,affiliate,At Risk,61,5,6745.33,Loyal
1364,email,Regular,57,2,3806.51,Developing
4765,marketplace,New,507,5,3248.49,Dormant
6443,direct,New,98,6,5503.86,Loyal
8626,affiliate,New,336,4,3782.35,Developing
1736,marketplace,Regular,361,3,682.40,Developing
9190,direct,Regular,115,5,4637.54,Loyal
273,referral,Regular,260,3,5483.86,Developing
3491,marketplace,New,390,7,5560.70,Dormant
6085,marketplace,At Risk,168,7,8184.20,Developing
1363,direct,Regular,151,4,5767.78,Developing
8608,direct,At Risk,36,4,5801.13,Loyal
9206,paid_search,At Risk,344,6,8543.15,Developing
6013,organic_search,New,196,3,1310.82,Developing
2788,affiliate,Regular,159,11,9410.29,Developing
4602,organic_search,At Risk,58,7,9885.92,Champions
2035,marketplace,At Risk,130,3,4036.98,Developing
817,paid_search,New,151,6,5606.34,Developing
1848,direct,Regular,248,7,6859.96,Developing
7853,email,At Risk,31,3,2125.36,Loyal
9019,direct,New,441,6,3478.33,Dormant
7758,email,Regular,523,3,8535.00,Dormant
2243,paid_search,Regular,61,5,2932.65,Loyal
7323,affiliate,New,63,6,3499.93,Loyal
5600,paid_search,Wholesale,272,5,5121.56,Developing
5240,paid_search,Regular,484,5,5680.97,Dormant
9361,direct,New,308,5,2247.57,Developing
5851,direct,Regular,149,7,8950.13,Developing
3094,paid_search,New,114,3,4282.33,Loyal
5501,marketplace,New,50,6,5796.79,Champions
9450,paid_search,New,60,7,5049.49,Champions
8387,email,New,488,3,2088.43,Dormant
3726,paid_search,VIP,360,4,1351.10,Developing
8576,organic_search,New,169,3,4089.34,Developing
8621,social_media,VIP,272,5,1640.74,Developing
5352,email,At Risk,297,3,2101.26,Developing
443,organic_search,Regular,180,11,11149.98,Developing
8170,paid_search,Regular,46,7,6288.32,Champions
1380,organic_search,New,70,4,3645.83,Loyal
9665,organic_search,Regular,66,4,9554.57,Loyal
3727,direct,New,4,4,2783.87,Loyal
7536,email,Regular,19,7,5827.03,Champions
2985,paid_search,Regular,385,2,2999.89,Dormant
5631,organic_search,New,89,4,8564.30,Loyal
2421,social_media,Regular,294,6,3963.37,Developing
7350,social_media,Regular,155,3,2767.51,Developing
6867,email,Regular,64,5,4093.95,Loyal
771,paid_search,Regular,11,6,7906.19,Champions
4380,marketplace,Wholesale,97,7,4622.34,Loyal
8764,referral,Regular,112,7,9304.70,Loyal
1661,referral,Regular,316,4,1752.52,Developing
9750,email,Regular,104,4,3298.88,Loyal
1432,paid_search,Regular,196,4,5641.13,Developing
720,paid_search,New,151,5,4463.86,Developing
1591,referral,Regular,48,5,6486.57,Champions
871,direct,New,137,5,3636.14,Developing
6901,marketplace,Regular,8,1,1401.05,Developing
6731,paid_search,New,95,8,8379.73,Loyal
8780,direct,VIP,24,5,3902.79,Champions
9841,marketplace,VIP,150,2,2752.42,Developing
6545,email,New,437,3,2171.01,Dormant
3544,affiliate,Regular,93,2,765.77,Developing
5866,affiliate,At Risk,249,2,1476.84,Developing
2798,paid_search,New,100,4,2372.23,Loyal
7527,direct,New,526,7,7807.64,Dormant
5916,organic_search,New,608,5,5472.72,Dormant
5683,organic_search,Regular,12,4,3024.75,Loyal
3056,direct,At Risk,83,6,3175.99,Loyal
8747,email,At Risk,356,2,3427.53,Developing
7859,email,New,357,5,3707.36,Developing
634,marketplace,Regular,123,4,1881.55,Developing
3777,email,Regular,130,9,7913.15,Developing
2994,marketplace,New,134,4,4238.44,Developing
3863,email,New,143,7,7822.09,Developing
7541,referral,At Risk,374,6,6617.64,Dormant
977,organic_search,New,653,3,1080.07,Dormant
917,email,Regular,29,7,6703.49,Champions
4991,affiliate,New,446,3,521.13,Dormant
6705,referral,At Risk,26,6,7308.74,Champions
8504,organic_search,New,671,2,786.23,Dormant
2812,social_media,Regular,178,6,3477.36,Developing
2263,direct,Regular,466,5,7107.21,Dormant
9928,email,Regular,696,3,2287.61,Dormant
974,paid_search,Wholesale,175,7,8333.70,Developing
1473,organic_search,Regular,79,5,5045.62,Loyal
6789,social_media,New,194,4,5654.31,Developing
893,paid_search,At Risk,157,7,7950.05,Developing
1071,affiliate,Wholesale,298,2,1230.66,Developing
7247,affiliate,Regular,226,3,4059.14,Developing
5297,referral,New,618,3,2615.28,Dormant
3763,affiliate,Regular,200,4,3987.89,Developing
4654,social_media,Regular,141,5,1460.33,Developing
7763,organic_search,Wholesale,259,5,3438.67,Developing
8207,social_media,New,352,7,2758.42,Developing
4635,referral,Regular,240,4,1387.29,Developing
3685,marketplace,New,104,5,2479.97,Loyal
2838,email,Regular,238,6,5374.37,Developing
5643,organic_search,Regular,147,7,4182.64,Developing
7557,direct,Regular,36,4,4051.72,Loyal
1877,paid_search,Regular,63,5,3924.57,Loyal
8182,social_media,New,299,5,6261.72,Developing
2085,social_media,At Risk,38,5,4990.44,Champions
6797,email,Regular,108,5,4759.43,Loyal
9198,email,Regular,38,5,5974.78,Champions
360,email,New,496,3,3608.87,Dormant
7760,paid_search,New,857,3,7206.48,Dormant
354,direct,Regular,116,7,12380.40,Loyal
9685,social_media,New,70,6,4426.42,Loyal
4510,direct,New,14,6,5622.05,Champions
2641,paid_search,Regular,461,3,3174.09,Dormant
632,affiliate,Regular,45,4,1140.68,Loyal
2827,marketplace,Regular,381,4,5073.63,Dormant
1186,marketplace,Regular,393,4,4840.36,Dormant
3470,organic_search,VIP,467,4,5793.98,Dormant
7922,paid_search,Regular,118,7,7335.19,Loyal
5399,email,VIP,490,3,2890.66,Dormant
5626,social_media,New,124,6,3450.75,Developing
1451,affiliate,Regular,209,4,1092.14,Developing
2095,email,At Risk,199,3,3574.25,Developing
7000,affiliate,Regular,15,6,7262.43,Champions
8098,marketplace,Regular,120,6,11148.05,Loyal
998,direct,Regular,48,6,5129.35,Champions
8644,marketplace,Regular,42,4,5757.66,Loyal
5058,email,Wholesale,59,4,3411.71,Loyal
2319,organic_search,At Risk,265,6,6246.91,Developing
5545,email,Wholesale,158,4,2120.10,Developing
6425,affiliate,At Risk,67,3,3518.42,Loyal
7676,marketplace,New,530,6,7030.89,Dormant
2875,affiliate,New,22,3,1389.89,Loyal
8997,paid_search,New,68,3,2381.15,Loyal
2752,email,At Risk,204,3,2895.94,Developing
3980,paid_search,Regular,371,4,3601.33,Dormant
1463,email,Regular,143,8,5769.96,Developing
252,social_media,VIP,162,7,6962.48,Developing
3110,direct,Regular,278,3,3382.47,Developing
2275,email,Regular,13,8,5002.72,Champions
2634,marketplace,VIP,240,7,3719.94,Developing
266,organic_search,At Risk,148,5,5633.31,Developing
6752,referral,New,451,2,707.27,Dormant
4067,marketplace,Wholesale,184,3,1393.33,Developing
116,marketplace,Wholesale,177,5,6862.44,Developing
2326,direct,VIP,205,5,5016.14,Developing
4409,email,At Risk,371,7,5831.32,Dormant
6140,direct,New,148,7,6950.70,Developing
3992,marketplace,New,3,5,6460.35,Champions
6949,marketplace,New,20,7,8802.98,Champions
8129,direct,New,88,8,10409.64,Loyal
2288,direct,New,376,5,5294.00,Dormant
28,organic_search,Regular,420,5,3619.50,Dormant
8972,organic_search,Regular,222,4,2447.96,Developing
872,direct,Regular,293,3,1923.37,Developing
9496,email,Regular,2,7,7073.51,Champions
2975,social_media,Regular,51,5,4610.97,Champions
5364,affiliate,Regular,747,1,815.68,Dormant
2585,direct,VIP,403,4,2819.20,Dormant
4505,marketplace,Regular,122,6,5301.87,Developing
5417,direct,Regular,61,4,2751.76,Loyal
3386,direct,Regular,50,1,920.42,Developing
9178,referral,Wholesale,39,4,3668.25,Loyal
4864,affiliate,At Risk,22,6,1627.59,Champions
1820,affiliate,Regular,13,5,3420.88,Champions
6878,marketplace,Regular,170,5,6249.93,Developing
3556,email,New,20,6,4827.70,Champions
2695,email,VIP,111,5,3876.60,Loyal
444,paid_search,VIP,93,5,4715.90,Loyal
1872,marketplace,New,49,4,4637.70,Loyal
3875,paid_search,New,147,2,2536.51,Developing
4118,affiliate,Regular,486,4,5598.54,Dormant
1042,direct,New,335,6,4092.51,Developing
9137,paid_search,Regular,484,2,2506.00,Dormant
926,paid_search,Regular,98,5,4793.52,Loyal
5178,organic_search,Regular,704,2,2105.79,Dormant
7691,email,Regular,222,3,3174.39,Developing
588,organic_search,VIP,35,6,4087.00,Champions
6304,paid_search,New,77,4,2044.57,Loyal
6172,email,Regular,265,4,3020.72,Developing
5516,social_media,New,33,3,2474.80,Loyal
4984,referral,VIP,31,7,4027.02,Champions
3971,email,Wholesale,57,7,10539.36,Champions
5043,marketplace,New,19,2,829.80,Developing
7331,social_media,New,214,5,5436.23,Developing
2862,marketplace,Regular,110,6,6698.66,Loyal
2823,email,Regular,262,5,5178.38,Developing
5825,social_media,New,442,5,2763.34,Dormant
3267,marketplace,New,222,5,3799.10,Developing
2178,marketplace,New,49,8,5315.16,Champions
784,organic_search,VIP,644,4,3184.80,Dormant
5201,paid_search,Regular,292,4,1070.55,Developing
8444,email,At Risk,579,5,4346.12,Dormant
2357,affiliate,Regular,166,6,3917.95,Developing
6271,paid_search,Regular,274,6,4640.75,Developing
3419,marketplace,VIP,61,4,4866.06,Loyal
9850,marketplace,Regular,329,3,3506.13,Developing
5314,email,New,65,7,9816.63,Loyal
8118,organic_search,Regular,246,5,6410.47,Developing
4230,organic_search,New,618,3,2956.55,Dormant
2512,referral,VIP,60,5,6489.13,Champions
2907,direct,Regular,12,4,3819.68,Loyal
3514,organic_search,Regular,272,3,1999.73,Developing
4033,affiliate,Wholesale,166,2,981.43,Developing
6326,social_media,Regular,302,7,8686.79,Developing
1589,email,Regular,34,4,2441.77,Loyal
3650,affiliate,Regular,228,7,8825.72,Developing
1219,direct,Regular,148,3,1006.91,Developing
958,affiliate,Regular,416,2,1553.18,Dormant
5999,organic_search,Regular,29,7,6460.60,Champions
4897,paid_search,Regular,9,5,6498.08,Champions
8490,organic_search,New,465,5,3091.97,Dormant
8550,organic_search,At Risk,277,6,7293.84,Developing
9855,direct,Regular,12,4,2492.91,Loyal
6046,email,New,157,3,1643.42,Developing
3905,affiliate,Regular,106,4,5043.72,Loyal
9503,affiliate,New,11,7,8466.43,Champions
3455,direct,New,107,7,5766.98,Loyal
754,direct,Regular,818,3,4210.08,Dormant
1838,direct,New,598,4,7100.33,Dormant
4712,referral,VIP,134,3,5428.01,Developing
5718,email,New,447,2,1976.48,Dormant
5271,referral,Regular,87,5,9339.32,Loyal
3177,paid_search,Regular,85,4,2494.22,Loyal
7842,direct,Regular,28,6,6561.49,Champions
7171,email,Regular,165,9,8400.39,Developing
1672,affiliate,VIP,1,7,3404.44,Champions
9731,organic_search,At Risk,181,4,4366.65,Developing
6715,marketplace,Regular,319,3,2829.99,Developing
5879,referral,New,225,2,657.33,Developing
1109,organic_search,Regular,9,4,4192.35,Loyal
9621,organic_search,Regular,257,3,1617.34,Developing
5860,marketplace,New,32,5,11777.76,Champions
2620,paid_search,At Risk,46,3,2440.50,Loyal
6627,affiliate,New,174,6,2778.93,Developing
1516,email,New,212,6,3838.12,Developing
2040,marketplace,Regular,248,4,5599.94,Developing
6523,affiliate,Regular,381,3,4370.48,Dormant
1140,marketplace,Regular,208,5,7709.04,Developing
7437,direct,Regular,150,4,3303.53,Developing
1761,marketplace,New,31,5,3449.43,Champions
822,social_media,New,717,3,4293.53,Dormant
3144,affiliate,New,112,5,3999.70,Loyal
3517,referral,Regular,63,5,8864.56,Loyal
9069,direct,At Risk,256,7,7027.89,Developing
9648,direct,At Risk,37,6,4912.02,Champions
951,paid_search,New,17,6,9006.48,Champions
4822,direct,Regular,379,3,2066.68,Dormant
9059,social_media,VIP,239,5,3970.28,Developing
7877,paid_search,Regular,238,3,1887.18,Developing
8949,paid_search,New,400,5,9726.43,Dormant
2836,referral,Regular,673,1,66.39,Dormant
760,referral,New,192,5,1670.54,Developing
9279,email,Regular,112,6,5207.31,Loyal
5360,direct,Wholesale,1085,1,248.86,Dormant
1828,marketplace,New,546,1,4101.66,Dormant
8236,social_media,New,185,5,1312.01,Developing
7787,paid_search,New,181,2,3876.63,Developing
2186,referral,New,27,3,4237.49,Loyal
7034,marketplace,New,675,2,2127.80,Dormant
6399,social_media,New,35,4,6008.93,Loyal
8005,direct,VIP,583,4,1991.83,Dormant
4082,referral,Regular,253,2,5015.73,Developing
6462,referral,VIP,36,2,2244.62,Developing
1040,social_media,Regular,287,3,3082.65,Developing
2830,affiliate,Regular,270,4,2535.57,Developing
1887,organic_search,Regular,797,3,359.65,Dormant
5500,marketplace,VIP,278,4,2172.10,Developing
5313,paid_search,New,413,4,4964.68,Dormant
5143,direct,New,89,9,12347.67,Loyal
169,direct,Regular,317,7,11557.58,Developing
8961,referral,New,80,5,6367.76,Loyal
9514,organic_search,New,123,6,2550.18,Developing
5301,referral,VIP,34,5,3780.89,Champions
4094,referral,New,259,2,1303.75,Developing
8736,marketplace,VIP,14,6,5141.53,Champions
4330,social_media,Regular,160,6,7390.35,Developing
9743,social_media,At Risk,22,7,5872.96,Champions
9447,direct,Regular,88,4,5234.79,Loyal
7209,referral,At Risk,5,7,7893.11,Champions
1952,paid_search,New,184,5,4491.87,Developing
4776,paid_search,Regular,8,6,3906.25,Champions
4525,affiliate,Regular,479,5,5507.83,Dormant
1403,paid_search,New,393,4,3945.16,Dormant
1999,marketplace,New,63,6,4896.25,Loyal
6052,paid_search,New,181,6,8274.76,Developing
1527,email,New,155,3,3041.92,Developing
9007,referral,Regular,13,3,2485.14,Loyal
2374,paid_search,Wholesale,225,4,3907.01,Developing
4043,organic_search,New,127,5,5415.45,Developing
8757,organic_search,Regular,7,6,5118.55,Champions
2116,marketplace,Regular,201,6,5986.38,Developing
9617,direct,Regular,124,5,6179.01,Developing
907,referral,New,251,7,7601.50,Developing
6435,paid_search,Regular,181,5,4247.68,Developing
6373,referral,New,49,6,2624.04,Champions
2658,referral,Regular,356,4,4200.06,Developing
5041,referral,VIP,673,3,4422.51,Dormant
4439,organic_search,New,47,5,8261.10,Champions
9299,referral,VIP,108,4,7708.64,Loyal
271,direct,At Risk,215,3,1066.04,Developing
1368,direct,Regular,561,3,2241.99,Dormant
2296,affiliate,At Risk,187,7,6296.40,Developing
4965,direct,At Risk,155,5,3854.79,Developing
7987,email,New,337,6,4856.98,Developing
9342,email,Wholesale,47,7,10188.86,Champions
2158,email,New,313,3,2719.09,Developing
4155,paid_search,New,135,2,2489.73,Developing
7562,paid_search,VIP,185,3,3331.77,Developing
7614,paid_search,At Risk,246,5,3977.97,Developing
2182,paid_search,New,115,5,5367.92,Loyal
590,paid_search,VIP,113,4,3122.20,Loyal
8256,social_media,Regular,372,5,3317.05,Dormant
4323,email,Regular,302,4,3246.44,Developing
1503,marketplace,New,394,4,4677.62,Dormant
593,marketplace,At Risk,238,5,7296.60,Developing
9892,direct,New,516,4,4423.33,Dormant
6626,referral,New,13,5,4979.10,Champions
4957,paid_search,At Risk,168,5,3752.48,Developing
3359,direct,Regular,144,8,10376.41,Developing
815,marketplace,Regular,549,5,4751.38,Dormant
1968,social_media,Regular,64,7,5045.62,Loyal
9958,social_media,New,33,3,3285.89,Loyal
3748,paid_search,Regular,511,5,4252.80,Dormant
6730,referral,Regular,307,5,3554.27,Developing
6774,paid_search,At Risk,47,4,5172.75,Loyal
7405,social_media,VIP,189,9,15819.95,Developing
6822,organic_search,Regular,655,1,2988.44,Dormant
6312,referral,New,137,6,2419.27,Developing
4848,email,VIP,287,5,5666.82,Developing
7346,social_media,VIP,26,5,3372.12,Champions
6653,organic_search,Regular,97,5,4969.31,Loyal
1058,marketplace,VIP,902,1,549.37,Dormant
19,marketplace,At Risk,54,4,2186.41,Loyal
2684,organic_search,New,212,6,9282.46,Developing
8836,referral,Regular,56,7,8164.16,Champions
48,affiliate,Regular,183,4,2221.72,Developing
5272,affiliate,New,156,7,4227.38,Developing
8125,referral,Regular,405,3,1060.39,Dormant
8852,referral,New,154,6,3008.67,Developing
1704,paid_search,At Risk,132,5,4517.66,Developing
569,direct,At Risk,9,5,2094.69,Champions
8359,affiliate,New,190,4,6276.93,Developing
4200,direct,At Risk,229,4,5227.44,Developing
3597,social_media,Regular,150,3,4390.71,Developing
7313,affiliate,Regular,1,8,10706.29,Champions
3371,organic_search,New,23,5,5065.32,Champions
391,referral,At Risk,297,4,1895.91,Developing
6151,direct,New,99,3,1782.20,Loyal
4707,marketplace,Regular,153,5,6514.96,Developing
338,email,VIP,105,4,1933.21,Loyal
8916,email,Regular,142,6,7506.63,Developing
7454,email,At Risk,71,6,9560.65,Loyal
3894,email,At Risk,239,3,2102.14,Developing
4786,social_media,Regular,14,4,3641.14,Loyal
697,marketplace,New,290,5,2490.98,Developing
5048,referral,Regular,346,4,5671.30,Developing
7115,email,New,53,4,3792.83,Loyal
8760,direct,At Risk,102,5,5629.45,Loyal
8083,affiliate,VIP,43,7,8740.96,Champions
6136,direct,New,638,4,4553.91,Dormant
7484,marketplace,Regular,97,8,14924.59,Loyal
3283,marketplace,Wholesale,60,8,6559.60,Champions
4642,marketplace,Regular,49,6,5048.14,Champions
5521,social_media,At Risk,254,4,3274.53,Developing
8649,email,New,166,3,3503.27,Developing
263,social_media,Regular,247,1,152.68,Developing
9441,direct,New,517,5,6400.48,Dormant
5604,email,VIP,289,6,4658.31,Developing
6778,affiliate,VIP,188,5,3183.72,Developing
9288,direct,New,53,9,11230.31,Champions
8595,referral,New,114,5,4701.19,Loyal
5116,organic_search,Regular,208,4,3355.58,Developing
1434,paid_search,New,120,7,6115.56,Loyal
4395,referral,New,112,6,3666.62,Loyal
4581,affiliate,At Risk,171,5,3700.82,Developing
9509,marketplace,At Risk,161,5,3974.29,Developing
6205,affiliate,Regular,575,3,5215.08,Dormant
1592,paid_search,Regular,229,10,9884.56,Developing
9177,paid_search,New,172,2,1806.78,Developing
9251,social_media,At Risk,27,8,5720.08,Champions
7617,social_media,Wholesale,44,4,4302.72,Loyal
2047,direct,New,10,9,7426.80,Champions
7037,marketplace,VIP,4,6,4700.46,Champions
9274,direct,At Risk,105,6,6577.27,Loyal
4402,direct,Regular,9,7,8582.75,Champions
2537,organic_search,Regular,403,6,7105.38,Dormant
204,social_media,New,211,5,6281.73,Developing
4060,affiliate,New,389,4,2022.98,Dormant
1330,direct,At Risk,26,9,5186.41,Champions
5543,social_media,Regular,135,10,6473.20,Developing
8409,social_media,Regular,601,4,2065.48,Dormant
527,marketplace,New,12,4,3151.61,Loyal
6391,social_media,New,41,6,4216.42,Champions
5279,organic_search,New,414,3,3333.38,Dormant
7279,referral,New,98,7,3810.57,Loyal
9502,affiliate,At Risk,497,3,1716.80,Dormant
1226,referral,Regular,209,4,2269.66,Developing
6954,email,Wholesale,238,6,9793.10,Developing
1328,social_media,Regular,843,3,3342.12,Dormant
9038,direct,New,752,2,3766.06,Dormant
2708,referral,Regular,383,3,2116.55,Dormant
9762,email,New,53,7,5840.56,Champions
5287,organic_search,New,83,5,3424.69,Loyal
8973,affiliate,At Risk,127,3,2219.77,Developing
8957,social_media,Regular,279,8,7543.03,Developing
8821,direct,New,48,4,2531.26,Loyal
4661,email,At Risk,75,7,6468.64,Loyal
1230,paid_search,New,29,6,6077.66,Champions
2813,direct,New,14,6,6351.93,Champions
6389,marketplace,New,169,6,2976.78,Developing
938,marketplace,At Risk,336,2,2687.07,Developing
1279,email,Wholesale,47,6,13597.50,Champions
4705,marketplace,Regular,46,8,8583.25,Champions
2938,direct,VIP,5,3,2184.39,Loyal
4908,email,Regular,324,4,3119.77,Developing
6287,marketplace,Regular,25,2,2206.27,Developing
1824,referral,Regular,20,5,7935.78,Champions
6777,email,Regular,90,5,5697.93,Loyal
9213,paid_search,New,399,2,3276.95,Dormant
4844,paid_search,Regular,126,7,9145.95,Developing
4019,organic_search,New,127,4,2083.03,Developing
13,direct,VIP,36,5,5856.96,Champions
6303,email,New,189,6,5348.85,Developing
4709,affiliate,At Risk,194,2,1124.03,Developing
3738,marketplace,VIP,247,5,3463.64,Developing
2077,marketplace,Regular,156,7,8062.45,Developing
8233,social_media,At Risk,23,5,5130.45,Champions
3143,paid_search,Regular,179,6,8432.73,Developing
5293,email,New,72,6,4181.01,Loyal
8415,referral,At Risk,359,3,1647.90,Developing
9917,referral,New,226,8,8695.59,Developing
2561,paid_search,Regular,69,9,11970.82,Loyal
6112,referral,New,694,4,6373.34,Dormant
2224,email,Regular,13,2,1208.85,Developing
794,marketplace,VIP,802,3,3525.44,Dormant
2988,email,New,89,7,8353.09,Loyal
3699,organic_search,At Risk,100,7,7367.65,Loyal
3673,direct,Regular,28,3,4865.47,Loyal
630,affiliate,At Risk,543,4,5650.12,Dormant
1981,social_media,Regular,48,7,9979.06,Champions
7708,affiliate,New,40,6,4108.57,Champions
1681,organic_search,Regular,839,3,5923.63,Dormant
6191,social_media,New,38,10,6005.33,Champions
2284,email,Regular,254,1,460.46,Developing
2443,direct,Regular,991,3,2386.75,Dormant
2914,direct,New,305,4,4527.35,Developing
4275,email,New,101,4,2367.31,Loyal
9804,paid_search,Regular,229,4,2352.95,Developing
8540,paid_search,New,443,2,840.27,Dormant
1256,referral,Regular,299,4,4180.70,Developing
5922,social_media,New,360,3,2996.75,Developing
3003,organic_search,Wholesale,694,3,5172.43,Dormant
5463,email,New,494,5,4603.68,Dormant
5231,paid_search,At Risk,231,7,5529.48,Developing
9381,paid_search,VIP,362,3,2766.77,Developing
8959,email,VIP,327,3,2811.37,Developing
9368,social_media,Wholesale,63,6,6967.56,Loyal
2922,marketplace,VIP,8,6,3568.72,Champions
5369,direct,Regular,143,4,4164.41,Developing
6405,social_media,New,509,4,3891.98,Dormant
5808,affiliate,At Risk,68,6,9414.24,Loyal
173,referral,New,129,5,5078.88,Developing
8488,affiliate,New,161,4,3173.91,Developing
6141,direct,Wholesale,395,4,3788.51,Dormant
5951,paid_search,New,45,3,1709.40,Loyal
1189,referral,Regular,119,7,5609.30,Loyal
4108,direct,New,670,3,1283.28,Dormant
8484,organic_search,New,318,4,2147.35,Developing
2100,marketplace,New,32,5,4222.24,Champions
5783,social_media,Regular,109,11,11768.53,Loyal
199,social_media,New,254,3,4983.51,Developing
7154,social_media,Regular,408,2,1651.79,Dormant
7352,affiliate,Regular,504,3,3750.47,Dormant
9935,referral,Regular,213,5,4222.60,Developing
5030,referral,New,272,4,4033.03,Developing
7218,referral,Regular,155,5,4535.44,Developing
2010,social_media,New,20,8,5582.99,Champions
8782,referral,New,110,8,13428.77,Loyal
7100,organic_search,At Risk,143,3,2064.95,Developing
9864,paid_search,Regular,106,4,2297.26,Loyal
3060,social_media,New,314,4,2117.35,Developing
5135,paid_search,Wholesale,53,6,3994.88,Champions
9922,paid_search,Regular,219,4,5197.96,Developing
6647,organic_search,New,768,1,1338.18,Dormant
368,social_media,New,462,6,6085.83,Dormant
1339,referral,Regular,137,7,4197.88,Developing
2111,social_media,VIP,484,5,5825.76,Dormant
8647,affiliate,Regular,66,6,8269.70,Loyal
9193,direct,New,315,5,9364.33,Developing
4447,organic_search,Regular,340,2,3985.63,Developing
6693,paid_search,New,94,7,8990.12,Loyal
6289,social_media,Regular,79,6,4756.75,Loyal
6864,email,Regular,330,7,6451.07,Developing
1979,email,Regular,148,5,4061.81,Developing
4205,email,Regular,11,3,1364.40,Loyal
3217,social_media,Regular,237,7,7129.49,Developing
5802,email,New,28,3,2453.08,Loyal
4756,marketplace,Regular,251,5,6524.68,Developing
5948,paid_search,Regular,159,5,6842.37,Developing
7110,referral,At Risk,371,4,3774.25,Dormant
9173,referral,Regular,316,6,7301.28,Developing
6694,organic_search,Regular,115,6,8870.81,Loyal
7871,social_media,New,193,4,3523.10,Developing
9654,social_media,At Risk,179,2,918.14,Developing
82,paid_search,VIP,186,7,9477.75,Developing
4039,affiliate,At Risk,202,10,5570.94,Developing
3651,email,Regular,398,12,8515.35,Dormant
9466,marketplace,New,225,5,11459.90,Developing
9996,organic_search,New,276,5,4345.19,Developing
500,social_media,New,13,5,2068.79,Champions
3644,paid_search,Regular,45,5,3764.51,Champions
4120,affiliate,Regular,85,4,1923.98,Loyal
56,organic_search,At Risk,11,8,7297.79,Champions
471,direct,New,651,5,5735.98,Dormant
4214,affiliate,Wholesale,38,5,5391.84,Champions
759,email,New,387,4,3279.83,Dormant
4804,referral,Regular,423,2,792.50,Dormant
2098,email,Regular,22,8,9520.96,Champions
7430,affiliate,At Risk,605,3,1252.24,Dormant
8324,organic_search,At Risk,212,5,7521.06,Developing
1254,referral,Regular,111,6,5761.37,Loyal
9079,affiliate,Regular,4,7,9677.45,Champions
9090,email,New,54,3,3766.72,Loyal
5880,organic_search,At Risk,52,3,1005.18,Loyal
7055,social_media,New,49,4,6097.72,Loyal
5358,direct,New,78,4,5699.82,Loyal
6900,marketplace,New,518,3,1473.03,Dormant
7317,direct,New,446,5,4571.38,Dormant
5495,marketplace,VIP,20,2,1687.92,Developing
4163,email,Regular,45,4,1889.32,Loyal
6139,paid_search,Regular,94,5,4164.19,Loyal
3694,referral,Regular,17,4,5336.93,Loyal
2885,affiliate,Regular,657,2,1245.71,Dormant
4810,referral,New,12,5,4222.63,Champions
3069,email,New,246,4,6806.31,Developing
9341,affiliate,Wholesale,268,4,2207.41,Developing
9102,direct,New,249,5,2575.57,Developing
8445,affiliate,Regular,118,8,8947.12,Loyal
7146,paid_search,At Risk,288,6,5247.85,Developing
7401,direct,New,463,5,2334.53,Dormant
9739,direct,New,97,6,6305.53,Loyal
7022,social_media,New,967,2,4802.23,Dormant
3477,marketplace,New,181,6,4836.69,Developing
845,marketplace,Regular,143,5,6256.14,Developing
