payment_id,order_id,payment_method,payment_status,amount,payment_datetime
14174,14174,apple_pay,paid,273.75,2025-04-08 08:57:51
14175,14175,apple_pay,paid,1879.32,2025-08-12 11:14:53
14176,14176,apple_pay,paid,1052.87,2025-07-11 23:15:05
14177,14177,paypal,paid,883.14,2025-09-04 03:24:25
14178,14178,apple_pay,paid,449.69,2024-04-16 17:30:07
14179,14179,paypal,paid,377.52,2023-11-26 07:58:02
14180,14180,bank_transfer,paid,1428.21,2024-11-11 12:28:12
14181,14181,paypal,paid,760.97,2025-11-22 07:57:50
14182,14182,apple_pay,paid,584.21,2024-10-25 04:34:52
14183,14183,google_pay,paid,1456.82,2023-02-17 04:40:53
14184,14184,paypal,paid,1740.80,2024-07-15 14:19:25
14185,14185,gift_card,refunded,420.54,2023-10-18 18:40:56
14186,14186,apple_pay,paid,714.90,2023-11-17 05:43:17
14187,14187,gift_card,paid,2511.87,2024-02-01 08:41:30
14188,14188,gift_card,paid,2830.83,2023-08-13 12:57:26
14189,14189,gift_card,authorized,1915.64,2024-02-12 01:29:48
14190,14190,google_pay,paid,1399.62,2023-11-23 17:23:17
14191,14191,google_pay,paid,21.48,2023-06-09 18:40:42
14192,14192,gift_card,paid,391.93,2023-02-09 23:04:18
14193,14193,paypal,paid,1603.98,2024-11-25 01:52:57
14194,14194,credit_card,authorized,602.94,2025-06-13 14:39:37
14195,14195,bank_transfer,paid,243.47,2024-04-23 08:07:12
14196,14196,gift_card,paid,310.29,2024-10-14 01:37:17
14197,14197,credit_card,failed,0.00,2023-04-25 03:58:40
14198,14198,apple_pay,paid,862.52,2025-10-29 22:46:45
14199,14199,bank_transfer,paid,487.53,2023-03-31 10:21:18
14200,14200,paypal,paid,783.69,2025-03-08 18:13:02
14201,14201,paypal,paid,452.20,2025-06-23 18:28:58
14202,14202,apple_pay,paid,619.45,2024-11-06 03:33:18
14203,14203,gift_card,paid,563.64,2024-05-12 23:39:21
14204,14204,credit_card,paid,1678.68,2025-01-13 06:44:45
14205,14205,paypal,paid,491.31,2023-08-12 11:26:30
14206,14206,credit_card,paid,1660.85,2025-08-31 17:39:09
14207,14207,credit_card,paid,27.09,2023-08-14 19:29:13
14208,14208,google_pay,paid,998.22,2025-10-31 09:02:55
14209,14209,gift_card,refunded,434.43,2024-08-27 06:55:38
14210,14210,gift_card,paid,223.40,2023-04-23 04:09:22
14211,14211,bank_transfer,paid,594.68,2023-12-30 20:34:43
14212,14212,credit_card,paid,1878.44,2024-11-15 00:16:18
14213,14213,paypal,paid,491.83,2024-03-03 01:45:21
14214,14214,google_pay,paid,637.43,2024-05-24 21:11:39
14215,14215,apple_pay,paid,97.47,2025-08-19 00:08:40
14216,14216,paypal,paid,213.03,2023-04-15 05:16:04
14217,14217,bank_transfer,paid,471.91,2024-11-23 19:37:55
14218,14218,apple_pay,paid,1409.11,2025-10-09 00:34:20
14219,14219,bank_transfer,paid,4960.97,2024-01-07 13:42:09
14220,14220,bank_transfer,paid,1072.24,2025-10-27 18:34:18
14221,14221,credit_card,refunded,1081.09,2023-12-18 11:38:22
14222,14222,apple_pay,paid,306.87,2023-10-23 17:45:37
14223,14223,apple_pay,paid,1161.23,2024-10-20 10:59:17
14224,14224,credit_card,paid,1165.87,2025-03-09 09:25:14
14225,14225,credit_card,paid,2385.52,2025-09-08 23:50:15
14226,14226,apple_pay,paid,64.96,2023-04-27 15:56:33
14227,14227,google_pay,paid,829.82,2025-11-12 02:05:05
14228,14228,gift_card,paid,1178.32,2025-03-17 19:20:37
14229,14229,apple_pay,paid,482.70,2023-03-31 08:26:51
14230,14230,paypal,paid,26.65,2025-01-05 17:17:14
14231,14231,bank_transfer,paid,1261.49,2025-01-16 06:33:46
14232,14232,gift_card,paid,3532.83,2024-02-27 22:58:57
14233,14233,gift_card,paid,439.44,2025-05-02 16:12:33
14234,14234,credit_card,paid,1175.52,2023-01-26 02:16:24
14235,14235,paypal,paid,2903.45,2025-02-07 14:04:01
14236,14236,credit_card,paid,1647.55,2024-01-10 21:00:45
14237,14237,gift_card,paid,597.21,2024-07-23 09:39:00
14238,14238,apple_pay,paid,1417.54,2024-05-28 18:05:12
14239,14239,paypal,refunded,77.96,2024-10-25 19:55:46
14240,14240,credit_card,paid,346.11,2024-12-29 00:01:55
14241,14241,google_pay,paid,616.04,2024-09-24 19:25:06
14242,14242,bank_transfer,paid,1203.23,2023-10-01 13:55:36
14243,14243,credit_card,paid,95.07,2023-09-06 18:27:16
14244,14244,google_pay,paid,637.60,2025-04-10 20:11:14
14245,14245,credit_card,failed,0.00,2024-01-22 15:09:59
14246,14246,gift_card,paid,312.42,2025-10-22 08:19:27
14247,14247,paypal,partially_refunded,752.43,2023-12-04 21:30:48
14248,14248,paypal,paid,1941.70,2025-12-09 03:05:30
14249,14249,apple_pay,paid,428.34,2024-10-26 11:08:59
14250,14250,google_pay,paid,2646.87,2024-10-24 23:40:51
14251,14251,apple_pay,paid,578.53,2025-03-26 21:22:50
14252,14252,gift_card,paid,1131.07,2025-08-07 20:20:04
14253,14253,bank_transfer,paid,1755.56,2023-11-01 02:48:46
14254,14254,credit_card,paid,431.76,2025-04-18 09:30:31
14255,14255,apple_pay,paid,1769.10,2024-07-21 16:02:35
14256,14256,paypal,paid,788.35,2025-09-07 13:34:13
14257,14257,credit_card,paid,1388.63,2023-03-05 10:07:45
14258,14258,bank_transfer,paid,1243.94,2023-03-04 09:24:24
14259,14259,bank_transfer,paid,219.96,2025-11-05 14:44:46
14260,14260,apple_pay,paid,966.39,2024-09-02 18:18:17
14261,14261,paypal,paid,214.86,2023-10-24 08:01:45
14262,14262,paypal,paid,2313.84,2023-08-23 02:41:24
14263,14263,apple_pay,paid,726.41,2025-09-19 20:42:11
14264,14264,google_pay,paid,947.95,2023-03-01 19:22:08
14265,14265,bank_transfer,paid,1563.61,2024-04-16 12:25:15
14266,14266,apple_pay,paid,105.18,2025-10-29 09:21:59
14267,14267,gift_card,paid,428.10,2025-09-12 00:54:29
14268,14268,paypal,paid,386.93,2023-03-02 17:32:21
14269,14269,google_pay,authorized,1020.85,2025-06-10 23:56:08
14270,14270,google_pay,paid,1422.41,2024-01-16 09:30:48
14271,14271,gift_card,paid,2283.05,2025-10-02 01:57:55
14272,14272,bank_transfer,paid,1040.95,2025-08-13 17:05:27
14273,14273,bank_transfer,partially_refunded,345.20,2023-03-24 13:52:29
14274,14274,credit_card,paid,502.23,2023-05-26 16:44:47
14275,14275,bank_transfer,paid,1050.73,2025-11-30 07:42:55
14276,14276,credit_card,paid,279.33,2023-11-08 02:30:31
14277,14277,gift_card,paid,1640.72,2024-01-16 23:35:20
14278,14278,google_pay,paid,2529.02,2023-04-05 13:55:21
14279,14279,credit_card,paid,999.74,2024-07-11 00:26:44
14280,14280,apple_pay,paid,19.62,2025-12-04 05:36:38
14281,14281,google_pay,paid,1337.36,2025-01-20 09:37:20
14282,14282,apple_pay,paid,3706.95,2024-05-25 22:08:44
14283,14283,paypal,paid,313.35,2024-07-16 02:08:40
14284,14284,paypal,failed,0.00,2023-01-09 08:48:59
14285,14285,google_pay,paid,790.95,2024-01-21 08:33:05
14286,14286,paypal,paid,1266.02,2023-10-03 20:12:21
14287,14287,credit_card,paid,2748.63,2025-07-23 18:43:25
14288,14288,apple_pay,paid,1741.67,2024-06-23 09:53:43
14289,14289,gift_card,paid,157.15,2025-01-21 11:31:01
14290,14290,bank_transfer,paid,1004.96,2023-02-12 20:50:03
14291,14291,gift_card,paid,2003.49,2025-01-15 05:50:49
14292,14292,bank_transfer,paid,1018.38,2025-06-20 14:47:45
14293,14293,gift_card,paid,2865.05,2025-05-09 16:42:03
14294,14294,google_pay,paid,2727.95,2023-04-30 04:08:44
14295,14295,gift_card,paid,1580.67,2023-05-12 12:46:58
14296,14296,apple_pay,paid,809.61,2023-09-23 05:10:49
14297,14297,bank_transfer,paid,496.61,2024-03-03 16:22:19
14298,14298,apple_pay,refunded,583.77,2024-01-25 17:55:49
14299,14299,credit_card,paid,620.62,2024-02-13 04:07:10
14300,14300,apple_pay,failed,0.00,2025-06-07 03:34:15
14301,14301,apple_pay,paid,752.30,2025-12-16 13:32:09
14302,14302,google_pay,partially_refunded,223.71,2023-10-20 02:56:58
14303,14303,gift_card,paid,2155.95,2025-08-11 14:17:37
14304,14304,credit_card,paid,774.59,2025-09-17 08:19:52
14305,14305,gift_card,paid,382.90,2024-07-23 13:34:00
14306,14306,bank_transfer,paid,652.64,2025-04-18 16:36:55
14307,14307,bank_transfer,paid,628.77,2023-12-26 19:03:58
14308,14308,paypal,paid,917.99,2023-07-24 09:51:06
14309,14309,google_pay,paid,1546.62,2024-04-02 15:23:39
14310,14310,bank_transfer,paid,383.91,2023-11-02 07:54:01
14311,14311,apple_pay,paid,144.09,2025-04-28 13:43:12
14312,14312,bank_transfer,paid,154.30,2025-11-19 18:11:40
14313,14313,google_pay,paid,295.60,2024-06-12 06:33:08
14314,14314,apple_pay,paid,367.55,2025-09-07 08:21:50
14315,14315,credit_card,failed,0.00,2025-05-16 09:19:35
14316,14316,credit_card,paid,97.62,2024-10-03 19:27:42
14317,14317,credit_card,paid,3161.39,2024-03-22 05:52:29
14318,14318,bank_transfer,paid,247.35,2025-09-19 18:43:16
14319,14319,gift_card,paid,456.67,2023-09-28 14:05:33
14320,14320,gift_card,paid,584.02,2024-09-18 12:42:34
14321,14321,google_pay,paid,1205.53,2024-07-13 07:33:34
14322,14322,google_pay,paid,1921.96,2024-10-22 06:56:41
14323,14323,apple_pay,paid,160.46,2024-10-25 22:27:33
14324,14324,google_pay,paid,555.81,2025-12-21 04:49:03
14325,14325,gift_card,paid,1326.34,2025-01-03 03:22:29
14326,14326,credit_card,paid,468.64,2025-02-23 19:16:56
14327,14327,credit_card,paid,131.60,2024-01-10 07:53:10
14328,14328,paypal,paid,1088.03,2023-10-08 03:32:15
14329,14329,apple_pay,paid,2358.13,2024-10-05 00:36:32
14330,14330,apple_pay,refunded,343.17,2024-02-26 13:17:50
14331,14331,credit_card,paid,1282.90,2023-06-12 08:05:36
14332,14332,gift_card,paid,396.31,2023-08-27 21:18:15
14333,14333,credit_card,paid,395.80,2023-11-01 19:33:16
14334,14334,paypal,paid,547.12,2025-06-04 07:27:28
14335,14335,credit_card,authorized,505.51,2024-10-14 07:05:16
14336,14336,credit_card,paid,623.85,2025-05-27 20:35:44
14337,14337,credit_card,paid,1745.35,2023-02-13 00:10:15
14338,14338,paypal,paid,1219.00,2024-05-04 05:12:52
14339,14339,gift_card,paid,1370.34,2023-01-20 10:56:46
14340,14340,credit_card,refunded,1479.26,2024-07-04 02:31:22
14341,14341,paypal,paid,619.03,2024-10-14 00:58:25
14342,14342,bank_transfer,paid,800.36,2024-04-22 09:04:01
14343,14343,apple_pay,paid,459.28,2023-05-06 19:58:28
14344,14344,credit_card,paid,175.42,2025-12-21 01:05:17
14345,14345,google_pay,paid,3287.99,2024-08-29 05:29:46
14346,14346,apple_pay,paid,116.77,2025-01-31 15:28:51
14347,14347,google_pay,paid,1081.20,2025-10-25 21:59:43
14348,14348,credit_card,paid,159.97,2025-07-15 20:54:53
14349,14349,bank_transfer,paid,1700.69,2024-01-24 09:17:54
14350,14350,paypal,paid,728.21,2025-11-28 22:56:12
14351,14351,gift_card,paid,40.89,2023-01-23 13:23:21
14352,14352,paypal,paid,1925.98,2025-06-10 07:54:11
14353,14353,gift_card,paid,891.80,2024-04-18 05:28:11
14354,14354,google_pay,paid,1560.31,2025-02-27 16:24:59
14355,14355,bank_transfer,paid,1756.76,2025-01-08 02:24:23
14356,14356,paypal,refunded,472.21,2023-04-13 03:37:06
14357,14357,apple_pay,paid,1242.34,2025-08-09 01:32:15
14358,14358,paypal,paid,62.52,2023-04-01 06:41:20
14359,14359,bank_transfer,authorized,163.75,2025-08-22 23:33:12
14360,14360,paypal,partially_refunded,161.89,2024-07-22 17:03:49
14361,14361,paypal,paid,639.47,2024-08-13 21:36:25
14362,14362,bank_transfer,paid,711.45,2024-07-24 15:54:49
14363,14363,paypal,paid,1740.79,2025-01-18 07:24:53
14364,14364,paypal,refunded,1799.69,2023-03-22 10:30:51
14365,14365,apple_pay,paid,1109.91,2023-11-12 16:52:11
14366,14366,gift_card,paid,344.87,2023-07-01 22:55:21
14367,14367,google_pay,paid,522.58,2025-09-25 04:50:58
14368,14368,bank_transfer,paid,1060.43,2024-01-12 05:11:09
14369,14369,paypal,paid,593.31,2023-01-21 20:23:38
14370,14370,bank_transfer,paid,1344.13,2023-10-21 07:09:12
14371,14371,bank_transfer,paid,1005.70,2023-05-17 13:18:37
14372,14372,google_pay,paid,1297.12,2024-03-20 15:27:46
14373,14373,credit_card,paid,231.73,2024-04-21 07:21:53
14374,14374,credit_card,paid,3023.85,2025-10-10 19:54:39
14375,14375,bank_transfer,paid,1426.12,2025-11-14 22:15:32
14376,14376,apple_pay,paid,889.85,2025-01-13 06:39:38
14377,14377,gift_card,paid,865.04,2024-12-06 08:58:53
14378,14378,bank_transfer,paid,67.83,2025-04-03 11:48:24
14379,14379,bank_transfer,paid,2321.97,2024-09-11 23:55:47
14380,14380,apple_pay,paid,1348.77,2025-11-20 20:08:07
14381,14381,apple_pay,paid,4126.15,2025-10-29 19:02:00
14382,14382,gift_card,paid,21.39,2025-07-26 17:53:49
14383,14383,google_pay,paid,1708.75,2025-09-12 21:41:38
14384,14384,apple_pay,paid,1508.23,2023-02-01 08:12:45
14385,14385,google_pay,paid,385.80,2023-09-20 17:27:30
14386,14386,google_pay,paid,150.63,2023-09-08 12:15:18
14387,14387,paypal,paid,1955.48,2023-02-28 05:10:48
14388,14388,google_pay,paid,280.60,2023-09-30 23:31:23
14389,14389,google_pay,paid,1033.59,2023-03-20 20:23:29
14390,14390,apple_pay,partially_refunded,1178.95,2025-01-28 04:51:50
14391,14391,google_pay,paid,468.14,2024-11-15 18:48:49
14392,14392,bank_transfer,paid,362.65,2024-07-20 14:30:36
14393,14393,apple_pay,paid,2660.40,2023-01-03 20:03:41
14394,14394,bank_transfer,paid,676.93,2023-02-07 02:14:40
14395,14395,credit_card,paid,3141.93,2023-11-27 11:50:16
14396,14396,credit_card,paid,2392.09,2023-08-11 12:59:09
14397,14397,bank_transfer,authorized,803.36,2025-02-01 22:51:16
14398,14398,gift_card,paid,748.19,2024-07-11 21:55:57
14399,14399,apple_pay,paid,306.31,2023-12-05 21:59:06
14400,14400,bank_transfer,paid,1445.49,2023-02-15 17:07:53
14401,14401,gift_card,paid,487.26,2025-12-01 03:57:38
14402,14402,bank_transfer,paid,832.44,2025-01-28 05:44:12
14403,14403,google_pay,paid,908.49,2023-04-04 13:46:41
14404,14404,google_pay,paid,1095.72,2024-08-09 08:06:27
14405,14405,gift_card,paid,796.08,2025-07-06 03:09:46
14406,14406,paypal,paid,547.72,2024-02-05 13:26:01
14407,14407,gift_card,paid,459.39,2025-11-22 13:53:46
14408,14408,apple_pay,paid,235.49,2023-04-20 05:24:34
14409,14409,paypal,paid,274.67,2025-08-12 06:14:58
14410,14410,paypal,paid,356.03,2025-06-30 18:13:51
14411,14411,bank_transfer,paid,313.02,2025-01-09 10:13:47
14412,14412,credit_card,paid,615.60,2025-03-29 09:23:16
14413,14413,paypal,refunded,201.69,2024-04-06 14:08:48
14414,14414,bank_transfer,paid,1537.47,2024-04-07 19:58:04
14415,14415,apple_pay,paid,275.09,2023-07-23 19:21:54
14416,14416,paypal,paid,1004.65,2023-04-25 13:51:46
14417,14417,google_pay,paid,647.38,2024-08-31 00:12:58
14418,14418,gift_card,paid,1015.23,2025-09-08 12:23:32
14419,14419,apple_pay,paid,768.99,2025-05-03 22:33:21
14420,14420,credit_card,paid,2549.56,2025-07-04 05:12:46
14421,14421,google_pay,paid,683.65,2024-09-17 22:57:44
14422,14422,gift_card,authorized,1590.92,2023-09-26 06:57:53
14423,14423,credit_card,paid,1257.66,2023-03-08 05:20:59
14424,14424,apple_pay,paid,632.36,2025-12-26 14:33:53
14425,14425,credit_card,paid,1592.31,2024-01-16 12:17:54
14426,14426,credit_card,paid,1266.55,2024-08-13 10:52:14
14427,14427,credit_card,paid,1265.75,2025-01-27 20:32:30
14428,14428,paypal,paid,1404.10,2024-10-30 00:10:27
14429,14429,credit_card,paid,396.79,2025-01-17 01:52:16
14430,14430,gift_card,refunded,577.08,2025-12-13 01:41:40
14431,14431,google_pay,paid,135.79,2025-11-06 02:42:29
14432,14432,paypal,failed,0.00,2025-06-09 05:24:55
14433,14433,credit_card,paid,150.70,2024-06-22 13:00:36
14434,14434,credit_card,paid,704.28,2023-04-01 02:18:30
14435,14435,apple_pay,authorized,702.40,2023-11-02 02:26:04
14436,14436,gift_card,paid,708.09,2025-01-14 00:36:14
14437,14437,credit_card,paid,2333.32,2024-07-09 04:16:33
14438,14438,credit_card,paid,1119.60,2025-02-07 06:31:17
14439,14439,google_pay,paid,618.85,2023-11-06 13:39:34
14440,14440,google_pay,paid,952.03,2023-05-11 15:22:26
14441,14441,bank_transfer,paid,455.24,2025-09-13 12:08:22
14442,14442,paypal,paid,545.81,2024-02-12 19:20:08
14443,14443,apple_pay,paid,1918.36,2023-04-18 06:16:58
14444,14444,credit_card,paid,1573.37,2025-11-09 05:56:22
14445,14445,paypal,paid,534.84,2025-10-14 09:58:34
14446,14446,bank_transfer,paid,30.32,2024-09-06 02:42:30
14447,14447,apple_pay,paid,212.31,2024-06-12 08:22:48
14448,14448,gift_card,paid,2074.05,2024-04-30 01:27:13
14449,14449,bank_transfer,paid,2095.62,2023-11-03 18:00:39
14450,14450,apple_pay,paid,793.52,2023-11-16 15:32:02
14451,14451,apple_pay,paid,281.09,2025-10-17 07:41:43
14452,14452,gift_card,paid,320.66,2024-02-22 13:09:25
14453,14453,gift_card,paid,358.85,2024-12-28 03:47:46
14454,14454,bank_transfer,paid,912.45,2025-07-18 03:32:57
14455,14455,bank_transfer,paid,601.96,2025-10-13 00:32:41
14456,14456,bank_transfer,paid,1492.44,2025-09-13 08:30:23
14457,14457,bank_transfer,failed,0.00,2023-11-30 08:44:50
14458,14458,bank_transfer,paid,2371.06,2023-01-13 13:22:15
14459,14459,apple_pay,paid,1785.09,2025-03-06 21:58:48
14460,14460,credit_card,paid,239.67,2024-06-10 22:09:31
14461,14461,google_pay,paid,2079.48,2024-08-22 01:23:12
14462,14462,gift_card,paid,1490.76,2024-04-05 16:50:34
14463,14463,paypal,paid,1243.26,2024-07-03 09:34:23
14464,14464,gift_card,paid,1155.29,2023-01-03 06:38:52
14465,14465,paypal,paid,93.22,2023-05-11 12:30:52
14466,14466,paypal,paid,1105.09,2023-08-02 07:48:10
14467,14467,credit_card,paid,536.26,2024-01-31 07:55:55
14468,14468,bank_transfer,paid,355.49,2024-11-09 20:42:56
14469,14469,apple_pay,paid,239.37,2025-10-18 19:37:11
14470,14470,bank_transfer,refunded,711.46,2025-07-27 11:53:07
14471,14471,paypal,paid,121.91,2024-01-17 18:45:18
14472,14472,bank_transfer,paid,649.13,2023-05-04 20:49:50
14473,14473,gift_card,paid,108.15,2023-07-10 01:07:19
14474,14474,apple_pay,paid,23.97,2023-07-11 01:09:57
14475,14475,google_pay,paid,1862.58,2024-04-21 03:17:35
14476,14476,apple_pay,authorized,1364.58,2024-10-23 10:48:38
14477,14477,google_pay,partially_refunded,113.91,2024-02-09 14:59:32
14478,14478,bank_transfer,paid,911.72,2023-10-16 05:52:33
14479,14479,credit_card,paid,2737.00,2025-04-01 02:08:54
14480,14480,bank_transfer,paid,5945.70,2024-02-29 21:27:27
14481,14481,credit_card,paid,2392.58,2025-11-08 11:23:11
14482,14482,paypal,paid,1359.93,2025-11-03 02:20:48
14483,14483,google_pay,paid,82.79,2024-02-01 21:02:24
14484,14484,bank_transfer,paid,2030.51,2025-05-10 17:17:00
14485,14485,apple_pay,paid,177.17,2023-05-07 15:27:53
14486,14486,gift_card,refunded,250.77,2024-03-05 19:36:40
14487,14487,bank_transfer,paid,115.63,2023-10-30 17:19:17
14488,14488,bank_transfer,paid,2097.14,2024-09-20 05:28:57
14489,14489,gift_card,paid,1115.08,2024-02-12 19:33:36
14490,14490,bank_transfer,paid,203.91,2024-07-07 13:54:50
14491,14491,gift_card,paid,1396.67,2023-10-24 03:23:12
14492,14492,credit_card,paid,290.92,2023-11-04 13:11:56
14493,14493,paypal,paid,2962.74,2024-09-15 09:03:06
14494,14494,apple_pay,paid,673.27,2023-06-26 14:52:02
14495,14495,paypal,paid,272.18,2025-09-09 08:25:49
14496,14496,gift_card,paid,498.67,2025-05-20 09:42:24
14497,14497,bank_transfer,paid,648.58,2024-03-14 13:30:22
14498,14498,paypal,paid,530.56,2023-07-23 05:23:09
14499,14499,credit_card,paid,1406.49,2024-07-05 08:28:45
14500,14500,bank_transfer,paid,1442.04,2023-01-24 23:53:45
14501,14501,gift_card,paid,737.16,2025-05-13 17:08:00
14502,14502,apple_pay,paid,1405.39,2024-01-27 15:58:30
14503,14503,paypal,paid,122.39,2024-01-24 23:05:35
14504,14504,bank_transfer,paid,447.73,2024-07-23 09:38:06
14505,14505,paypal,paid,325.19,2025-07-13 07:21:54
14506,14506,google_pay,paid,2751.55,2024-10-11 02:31:15
14507,14507,gift_card,paid,264.57,2023-09-21 23:14:07
14508,14508,gift_card,refunded,970.79,2023-01-06 01:23:02
14509,14509,credit_card,paid,379.85,2024-02-29 14:38:31
14510,14510,google_pay,paid,327.99,2025-01-14 17:23:44
14511,14511,bank_transfer,authorized,2147.56,2024-06-17 09:39:33
14512,14512,bank_transfer,paid,795.42,2025-10-09 06:11:05
14513,14513,gift_card,paid,717.61,2023-12-10 22:24:01
14514,14514,gift_card,paid,1397.11,2025-12-02 04:21:27
14515,14515,gift_card,failed,0.00,2023-08-19 14:45:00
14516,14516,apple_pay,paid,248.35,2025-05-08 07:07:59
14517,14517,paypal,paid,494.64,2023-05-16 07:45:06
14518,14518,gift_card,refunded,956.47,2024-01-30 09:50:03
14519,14519,credit_card,paid,879.90,2023-08-12 11:34:34
14520,14520,apple_pay,paid,711.89,2023-12-04 18:02:40
14521,14521,bank_transfer,paid,651.23,2023-02-20 03:48:54
14522,14522,apple_pay,paid,412.45,2025-05-30 06:00:33
14523,14523,paypal,partially_refunded,450.81,2024-10-11 20:34:41
14524,14524,paypal,paid,1961.98,2025-09-25 08:22:08
14525,14525,apple_pay,paid,479.46,2024-12-30 23:35:06
14526,14526,bank_transfer,paid,2728.51,2024-11-17 15:21:53
14527,14527,bank_transfer,paid,1548.16,2024-02-17 05:33:09
14528,14528,google_pay,paid,244.40,2024-05-30 09:49:17
14529,14529,google_pay,paid,1660.02,2024-06-08 21:41:32
14530,14530,gift_card,paid,153.84,2023-10-31 19:19:32
14531,14531,paypal,refunded,386.05,2025-04-03 17:17:15
14532,14532,google_pay,paid,1353.16,2023-11-18 23:17:48
14533,14533,paypal,paid,689.52,2023-02-16 01:18:42
14534,14534,bank_transfer,paid,274.67,2023-06-05 10:37:07
14535,14535,paypal,paid,683.67,2023-02-24 05:18:03
14536,14536,credit_card,paid,1268.18,2023-06-25 11:12:26
14537,14537,google_pay,paid,506.50,2023-04-18 11:40:53
14538,14538,apple_pay,paid,1116.21,2023-12-01 21:22:15
14539,14539,paypal,failed,0.00,2025-07-02 10:34:21
14540,14540,credit_card,paid,134.87,2023-07-29 21:58:10
14541,14541,bank_transfer,paid,180.87,2024-11-06 12:31:14
14542,14542,google_pay,paid,546.96,2023-12-16 17:18:29
14543,14543,google_pay,paid,645.52,2025-04-27 23:22:23
14544,14544,paypal,paid,1589.03,2023-11-21 11:03:32
14545,14545,bank_transfer,partially_refunded,1250.74,2023-09-27 10:28:52
14546,14546,apple_pay,paid,1548.34,2023-07-14 23:55:38
14547,14547,bank_transfer,failed,0.00,2023-12-20 22:02:49
14548,14548,apple_pay,paid,862.33,2025-01-19 14:28:58
14549,14549,gift_card,paid,317.57,2024-07-30 05:53:54
14550,14550,paypal,paid,2949.34,2025-09-25 21:18:12
14551,14551,bank_transfer,paid,1157.15,2023-11-17 23:50:39
14552,14552,gift_card,paid,320.19,2024-10-11 11:03:50
14553,14553,gift_card,refunded,1124.42,2023-09-11 07:43:38
14554,14554,gift_card,paid,445.82,2025-11-02 20:59:05
14555,14555,apple_pay,paid,1954.09,2023-04-23 04:32:34
14556,14556,paypal,authorized,361.35,2024-01-06 06:23:21
14557,14557,gift_card,paid,1250.21,2024-01-06 20:33:09
14558,14558,apple_pay,paid,166.17,2023-04-13 22:47:37
14559,14559,apple_pay,paid,611.83,2023-07-11 23:56:56
14560,14560,credit_card,paid,1346.56,2025-03-29 12:00:46
14561,14561,paypal,paid,674.28,2025-05-08 08:50:46
14562,14562,bank_transfer,paid,1520.26,2025-03-31 01:50:16
14563,14563,gift_card,paid,633.57,2025-02-26 22:40:42
14564,14564,google_pay,authorized,435.60,2024-04-30 05:36:55
14565,14565,apple_pay,refunded,1386.63,2023-07-15 14:59:06
14566,14566,bank_transfer,paid,254.00,2025-07-04 07:54:39
14567,14567,paypal,paid,962.13,2023-01-30 05:53:11
14568,14568,paypal,paid,317.20,2024-09-03 18:51:50
14569,14569,apple_pay,refunded,1136.22,2025-10-12 09:44:09
14570,14570,bank_transfer,paid,1221.50,2025-08-28 02:05:48
14571,14571,paypal,paid,998.85,2023-03-03 18:28:51
14572,14572,credit_card,paid,157.42,2025-05-15 06:26:22
14573,14573,gift_card,paid,138.43,2025-09-21 15:58:05
14574,14574,gift_card,paid,349.69,2024-05-26 08:38:50
14575,14575,bank_transfer,paid,795.60,2023-01-28 22:56:59
14576,14576,google_pay,paid,892.79,2025-05-11 09:32:00
14577,14577,google_pay,paid,1063.66,2024-05-09 12:57:45
14578,14578,bank_transfer,paid,782.34,2023-05-30 00:08:12
14579,14579,apple_pay,paid,581.33,2025-02-02 17:40:14
14580,14580,gift_card,paid,651.60,2025-09-03 18:25:35
14581,14581,bank_transfer,partially_refunded,1418.42,2023-06-28 16:25:34
14582,14582,bank_transfer,paid,528.88,2025-12-15 00:05:32
14583,14583,bank_transfer,paid,1784.20,2024-12-27 14:31:54
14584,14584,bank_transfer,paid,960.28,2024-02-24 10:58:47
14585,14585,apple_pay,paid,383.80,2024-07-25 23:38:51
14586,14586,paypal,paid,1947.23,2024-09-17 06:10:08
14587,14587,google_pay,refunded,1068.97,2024-01-23 08:49:19
14588,14588,bank_transfer,paid,2572.00,2026-01-01 04:06:00
14589,14589,apple_pay,paid,1536.04,2024-12-27 14:56:40
14590,14590,credit_card,paid,722.49,2025-04-22 19:53:20
14591,14591,bank_transfer,paid,1250.04,2025-01-21 21:02:34
14592,14592,google_pay,paid,323.92,2025-11-03 03:16:31
14593,14593,google_pay,paid,403.52,2023-04-14 15:14:02
14594,14594,credit_card,partially_refunded,1798.29,2023-09-30 01:57:20
14595,14595,gift_card,paid,720.28,2023-11-28 11:47:44
14596,14596,bank_transfer,paid,484.47,2023-08-16 02:10:40
14597,14597,google_pay,paid,841.49,2023-09-17 23:09:54
14598,14598,google_pay,paid,594.00,2023-09-23 11:35:52
14599,14599,credit_card,paid,423.37,2025-03-18 20:14:58
14600,14600,credit_card,paid,906.63,2025-09-01 23:58:40
14601,14601,credit_card,paid,490.32,2024-07-06 01:26:36
14602,14602,paypal,paid,1996.90,2023-01-25 06:37:09
14603,14603,gift_card,paid,683.88,2025-03-10 04:41:46
14604,14604,bank_transfer,paid,983.63,2025-11-15 19:39:25
14605,14605,bank_transfer,paid,1571.91,2024-02-02 18:28:20
14606,14606,google_pay,failed,0.00,2024-08-03 02:31:51
14607,14607,credit_card,partially_refunded,1248.45,2025-03-08 09:43:57
14608,14608,bank_transfer,paid,497.86,2025-09-23 07:38:16
14609,14609,google_pay,paid,1945.78,2023-11-08 22:35:11
14610,14610,credit_card,paid,83.78,2023-10-23 17:46:07
