ticket_id,customer_id,order_id,topic,ticket_status,priority,opened_datetime,closed_datetime,assigned_employee_id
3064,6985,12675,Payment issue,resolved,medium,2023-10-16 07:57:00,2023-10-28 07:57:00,46
3065,8689,12676,Product question,escalated,low,2025-11-25 06:12:21,2025-12-06 06:12:21,22
3066,6074,12678,Payment issue,escalated,high,2024-08-01 07:15:56,2024-08-13 07:15:56,32
3067,6419,12684,Warranty claim,resolved,low,2025-05-04 22:07:00,2025-05-04 22:07:00,35
3068,5759,12691,Warranty claim,pending_customer,high,2024-05-01 14:48:37,2024-05-07 14:48:37,119
3069,5317,12697,Account access,escalated,high,2023-05-16 14:54:05,2023-05-24 14:54:05,10
3070,6948,12698,Product question,pending_customer,low,2023-09-10 20:46:16,2023-09-15 20:46:16,78
3071,2139,12706,Delivery delay,open,low,2025-04-19 22:34:40,,16
3072,5580,12721,Damaged item,open,high,2025-03-27 06:27:28,2025-04-01 06:27:28,67
3073,326,12723,Payment issue,open,medium,2024-02-16 05:47:00,2024-02-16 05:47:00,37
3074,5247,12732,Delivery delay,resolved,high,2023-07-27 07:12:29,2023-08-03 07:12:29,4
3075,430,12734,Promo code,open,high,2024-09-27 00:54:55,,111
3076,1906,12735,Promo code,open,medium,2023-08-26 15:17:49,2023-09-04 15:17:49,13
3077,2978,12740,Promo code,pending_customer,medium,2023-09-19 14:15:15,2023-10-03 14:15:15,19
3078,4478,12745,Product question,resolved,low,2024-09-05 15:58:55,2024-09-15 15:58:55,74
3079,186,12753,Delivery delay,escalated,medium,2023-05-10 10:23:42,2023-05-12 10:23:42,4
3080,903,12755,Account access,resolved,low,2024-03-23 23:20:06,2024-03-28 23:20:06,5
3081,631,12757,Delivery delay,open,low,2025-10-21 21:58:21,,120
3082,4579,12759,Refund request,open,high,2025-02-21 06:26:22,2025-02-25 06:26:22,16
3083,377,12760,Promo code,escalated,low,2023-03-08 14:56:16,2023-03-09 14:56:16,31
3084,1657,12766,Delivery delay,escalated,low,2023-06-27 22:03:48,2023-07-05 22:03:48,8
3085,746,12770,Warranty claim,escalated,medium,2023-09-25 04:00:19,2023-09-25 04:00:19,112
3086,2486,12776,Payment issue,escalated,low,2024-10-08 00:59:10,,72
3087,8825,12777,Damaged item,open,urgent,2025-07-01 08:23:57,,26
3088,6169,12782,Product question,escalated,low,2025-06-16 15:53:12,2025-06-17 15:53:12,18
3089,2455,12789,Delivery delay,resolved,high,2024-08-31 17:15:35,,15
3090,9442,12801,Promo code,escalated,medium,2023-12-22 12:34:38,2023-12-28 12:34:38,66
3091,970,12802,Product question,pending_customer,low,2024-01-04 07:11:58,2024-01-18 07:11:58,75
3092,907,12809,Product question,closed,urgent,2023-08-11 07:37:39,2023-08-11 07:37:39,54
3093,8523,12810,Promo code,pending_customer,medium,2023-05-28 12:28:38,2023-05-29 12:28:38,79
3094,302,12816,Payment issue,pending_customer,medium,2025-11-04 09:13:53,2025-11-12 09:13:53,96
3095,4346,12817,Warranty claim,open,high,2023-08-31 17:48:43,2023-09-02 17:48:43,83
3096,4964,12820,Account access,open,medium,2023-12-04 04:30:05,2023-12-16 04:30:05,83
3097,4900,12825,Account access,open,low,2023-12-18 14:09:52,2023-12-18 14:09:52,5
3098,25,12834,Warranty claim,escalated,low,2023-05-01 17:24:30,2023-05-03 17:24:30,17
3099,7,12836,Warranty claim,escalated,medium,2025-02-25 21:03:03,2025-03-06 21:03:03,54
3100,8140,12850,Refund request,closed,medium,2025-06-06 15:04:38,,79
3101,7153,12854,Product question,open,high,2025-02-14 10:18:25,2025-02-26 10:18:25,85
3102,3405,12856,Product question,resolved,low,2024-10-22 04:18:39,2024-10-30 04:18:39,28
3103,7856,12858,Payment issue,open,medium,2026-01-06 13:58:46,2026-01-08 13:58:46,101
3104,9027,12863,Payment issue,escalated,low,2023-06-03 08:51:38,2023-06-08 08:51:38,38
3105,3046,12869,Product question,closed,medium,2025-04-10 12:58:05,2025-04-19 12:58:05,51
3106,202,12871,Payment issue,escalated,high,2024-07-19 01:50:39,2024-07-20 01:50:39,60
3107,4018,12876,Warranty claim,escalated,low,2025-03-06 13:28:31,,54
3108,111,12881,Promo code,closed,low,2023-02-02 14:34:29,2023-02-16 14:34:29,25
3109,7535,12887,Refund request,closed,medium,2025-08-08 16:36:30,2025-08-19 16:36:30,11
3110,9514,12890,Damaged item,open,medium,2023-07-08 04:23:13,2023-07-14 04:23:13,79
3111,7171,12892,Account access,resolved,medium,2024-06-21 19:33:03,2024-07-04 19:33:03,38
3112,1622,12893,Refund request,closed,high,2024-02-27 14:15:30,2024-03-07 14:15:30,7
3113,8907,12894,Refund request,open,medium,2024-07-23 08:04:34,2024-08-03 08:04:34,33
3114,1993,12895,Warranty claim,closed,low,2025-02-28 00:23:02,2025-03-01 00:23:02,119
3115,4159,12896,Product question,open,medium,2025-05-06 10:11:44,2025-05-07 10:11:44,65
3116,5262,12901,Promo code,escalated,medium,2025-01-07 14:06:02,2025-01-15 14:06:02,75
3117,7906,12904,Product question,resolved,high,2024-10-10 09:26:14,2024-10-21 09:26:14,59
3118,1562,12920,Delivery delay,resolved,medium,2024-01-04 04:11:27,2024-01-08 04:11:27,118
3119,2508,12922,Delivery delay,open,urgent,2023-08-05 04:03:24,2023-08-09 04:03:24,89
3120,250,12932,Refund request,escalated,medium,2024-08-27 02:29:07,,36
3121,5741,12938,Account access,escalated,medium,2024-02-05 02:56:58,2024-02-06 02:56:58,69
3122,216,12943,Warranty claim,pending_customer,medium,2023-12-01 19:08:19,2023-12-14 19:08:19,61
3123,3954,12944,Refund request,resolved,low,2023-12-30 06:36:14,2024-01-02 06:36:14,57
3124,1379,12946,Damaged item,pending_customer,medium,2023-10-21 13:30:38,2023-10-22 13:30:38,27
3125,3221,12947,Warranty claim,escalated,low,2024-01-01 09:42:40,2024-01-03 09:42:40,24
3126,2876,12950,Delivery delay,resolved,low,2023-03-26 23:12:00,2023-04-04 23:12:00,16
3127,5403,12953,Damaged item,resolved,high,2023-11-14 23:15:18,2023-11-28 23:15:18,51
3128,778,12954,Refund request,open,low,2025-09-20 17:15:24,2025-09-27 17:15:24,10
3129,8763,12958,Account access,escalated,low,2023-07-15 00:05:46,2023-07-28 00:05:46,65
3130,9639,12963,Promo code,closed,low,2025-03-05 12:09:41,2025-03-08 12:09:41,117
3131,819,12965,Payment issue,escalated,high,2025-11-06 01:11:04,2025-11-20 01:11:04,9
3132,1337,12969,Product question,closed,medium,2025-09-21 15:49:45,2025-09-29 15:49:45,90
3133,2436,12970,Promo code,closed,medium,2025-04-26 09:04:41,,31
3134,9429,12975,Refund request,closed,high,2024-07-31 01:14:43,2024-08-14 01:14:43,7
3135,9373,12979,Payment issue,pending_customer,high,2023-04-20 23:58:16,,43
3136,6428,12980,Warranty claim,open,low,2023-10-12 21:37:46,2023-10-17 21:37:46,87
3137,2442,12993,Payment issue,escalated,medium,2023-05-21 10:47:16,2023-05-25 10:47:16,23
3138,1534,12996,Warranty claim,closed,medium,2023-08-23 18:48:28,,81
3139,664,12998,Payment issue,open,medium,2024-04-28 22:49:25,,36
3140,8091,13008,Promo code,resolved,high,2025-03-01 15:53:40,,47
3141,7393,13009,Payment issue,open,low,2025-09-22 04:59:59,2025-10-03 04:59:59,16
3142,4274,13011,Delivery delay,escalated,low,2024-10-10 04:50:15,,43
3143,8092,13016,Account access,resolved,medium,2025-11-05 09:25:16,2025-11-15 09:25:16,53
3144,1303,13017,Warranty claim,pending_customer,low,2024-11-28 22:35:58,,27
3145,8191,13020,Product question,resolved,high,2025-01-03 13:53:52,2025-01-14 13:53:52,40
3146,8613,13021,Payment issue,resolved,low,2025-04-01 02:39:40,2025-04-08 02:39:40,81
3147,8742,13031,Promo code,closed,low,2025-11-07 00:55:25,2025-11-11 00:55:25,87
3148,397,13033,Account access,open,medium,2025-07-21 12:33:49,,119
3149,2568,13038,Refund request,pending_customer,medium,2025-05-20 11:10:52,2025-05-26 11:10:52,82
3150,4057,13039,Payment issue,escalated,low,2023-03-26 03:55:31,2023-04-07 03:55:31,47
3151,4832,13045,Delivery delay,pending_customer,low,2023-09-08 04:14:42,2023-09-12 04:14:42,65
3152,7079,13047,Promo code,escalated,high,2024-01-13 12:05:08,,102
3153,9839,13049,Delivery delay,pending_customer,high,2023-03-27 02:31:54,,19
3154,6045,13052,Product question,escalated,medium,2025-07-19 04:48:44,2025-07-28 04:48:44,44
3155,7883,13056,Account access,closed,medium,2023-03-27 19:39:49,,96
3156,678,13057,Product question,pending_customer,medium,2023-04-15 19:20:51,2023-04-22 19:20:51,61
3157,7127,13059,Promo code,pending_customer,medium,2024-12-19 15:33:45,2024-12-30 15:33:45,44
3158,3521,13060,Damaged item,resolved,low,2024-03-30 06:01:09,2024-04-03 06:01:09,88
3159,1552,13064,Account access,pending_customer,low,2024-02-08 10:57:47,2024-02-09 10:57:47,15
3160,9735,13067,Account access,resolved,medium,2024-06-13 22:21:41,2024-06-15 22:21:41,99
3161,2413,13070,Refund request,open,low,2023-12-15 05:42:35,2023-12-28 05:42:35,87
3162,9645,13077,Delivery delay,escalated,medium,2025-06-17 00:50:38,2025-06-29 00:50:38,5
3163,1995,13083,Account access,escalated,high,2025-03-18 07:14:16,2025-03-25 07:14:16,47
3164,6505,13089,Delivery delay,pending_customer,medium,2025-12-24 06:37:35,2025-12-26 06:37:35,2
3165,3427,13101,Damaged item,closed,low,2024-12-18 13:04:47,2024-12-24 13:04:47,17
3166,7647,13103,Promo code,escalated,medium,2023-07-06 22:14:12,2023-07-16 22:14:12,113
3167,3592,13106,Product question,open,medium,2024-08-29 01:23:46,,116
3168,9742,13111,Warranty claim,resolved,low,2024-10-29 20:33:50,2024-11-07 20:33:50,78
3169,7287,13115,Product question,pending_customer,medium,2023-06-26 08:25:55,2023-07-01 08:25:55,76
3170,8269,13116,Refund request,pending_customer,high,2023-03-24 08:20:21,2023-04-01 08:20:21,10
3171,7420,13118,Delivery delay,escalated,urgent,2025-03-18 18:49:35,2025-03-27 18:49:35,9
3172,4930,13119,Refund request,pending_customer,low,2024-01-26 04:22:29,2024-02-08 04:22:29,45
3173,1304,13124,Warranty claim,escalated,low,2024-10-03 00:04:27,2024-10-17 00:04:27,110
3174,1063,13126,Product question,pending_customer,medium,2023-12-03 05:17:19,2023-12-07 05:17:19,11
3175,2833,13127,Payment issue,closed,low,2023-10-21 23:30:04,2023-11-02 23:30:04,85
3176,2434,13131,Account access,closed,high,2024-11-27 20:22:05,2024-11-30 20:22:05,53
3177,344,13137,Product question,resolved,medium,2023-04-07 03:44:55,2023-04-21 03:44:55,65
3178,4636,13138,Account access,pending_customer,low,2025-02-27 10:24:59,2025-03-11 10:24:59,55
3179,2833,13163,Account access,resolved,low,2025-04-06 12:27:19,,98
3180,9900,13164,Payment issue,closed,medium,2025-08-16 12:55:47,2025-08-17 12:55:47,3
3181,8428,13169,Product question,escalated,medium,2025-06-17 03:37:03,2025-06-17 03:37:03,87
3182,6369,13172,Promo code,closed,medium,2025-01-25 06:46:48,2025-02-03 06:46:48,43
3183,4219,13176,Delivery delay,open,low,2025-06-21 07:42:40,2025-07-01 07:42:40,19
3184,9492,13184,Damaged item,escalated,low,2024-06-06 07:06:48,2024-06-07 07:06:48,63
3185,1133,13188,Refund request,closed,low,2026-02-09 02:59:55,,64
3186,4209,13195,Refund request,escalated,low,2025-10-15 18:48:27,2025-10-23 18:48:27,7
3187,9045,13199,Payment issue,open,medium,2025-01-14 05:46:39,2025-01-19 05:46:39,28
3188,8054,13205,Promo code,pending_customer,low,2024-08-30 10:15:43,2024-08-30 10:15:43,11
3189,4383,13206,Product question,pending_customer,low,2023-07-13 15:51:21,2023-07-26 15:51:21,17
3190,1985,13210,Account access,open,medium,2025-10-09 04:16:14,2025-10-19 04:16:14,23
3191,782,13212,Damaged item,resolved,medium,2024-11-05 19:35:57,2024-11-10 19:35:57,70
3192,6884,13213,Warranty claim,escalated,high,2023-09-29 09:36:20,,91
3193,6584,13219,Account access,escalated,medium,2023-05-10 05:34:09,2023-05-12 05:34:09,43
3194,2659,13220,Refund request,closed,low,2023-08-31 21:36:19,2023-09-12 21:36:19,44
3195,5532,13225,Promo code,escalated,low,2023-11-21 21:52:10,2023-11-30 21:52:10,10
3196,3630,13226,Promo code,resolved,low,2024-08-02 16:54:38,2024-08-14 16:54:38,38
3197,8803,13227,Account access,open,low,2025-11-12 12:58:23,2025-11-21 12:58:23,37
3198,8656,13236,Warranty claim,closed,high,2023-12-06 07:09:05,2023-12-18 07:09:05,62
3199,5016,13237,Damaged item,pending_customer,low,2026-01-09 08:56:08,,62
3200,8493,13242,Refund request,resolved,high,2024-02-23 01:27:51,2024-03-07 01:27:51,14
3201,9450,13247,Account access,escalated,high,2024-05-14 03:16:17,2024-05-27 03:16:17,48
3202,4589,13261,Account access,open,medium,2024-11-13 12:35:08,2024-11-25 12:35:08,110
3203,6844,13269,Payment issue,closed,low,2024-09-21 08:45:47,2024-10-02 08:45:47,92
3204,8681,13270,Refund request,open,low,2023-07-05 14:28:48,2023-07-13 14:28:48,55
3205,1277,13273,Damaged item,closed,low,2024-08-23 03:22:22,2024-09-04 03:22:22,104
3206,6335,13274,Product question,resolved,high,2023-05-14 16:15:40,2023-05-28 16:15:40,116
3207,3685,13280,Account access,resolved,high,2025-07-31 11:35:45,,63
3208,4144,13284,Delivery delay,closed,medium,2024-04-13 23:04:05,2024-04-26 23:04:05,26
3209,6693,13300,Warranty claim,escalated,high,2024-01-29 04:43:50,2024-02-06 04:43:50,27
3210,9669,13302,Product question,open,medium,2024-12-11 05:31:10,,43
3211,4364,13312,Delivery delay,pending_customer,urgent,2024-11-13 14:20:18,2024-11-27 14:20:18,98
3212,3449,13315,Refund request,escalated,low,2025-10-02 09:04:04,2025-10-16 09:04:04,74
3213,2173,13316,Promo code,escalated,medium,2023-06-26 06:29:26,2023-06-29 06:29:26,74
3214,1262,13319,Refund request,open,low,2025-12-30 05:44:34,2026-01-13 05:44:34,83
3215,4322,13320,Promo code,open,medium,2025-09-02 03:18:16,2025-09-12 03:18:16,36
3216,5336,13327,Refund request,open,high,2026-01-16 18:02:05,2026-01-19 18:02:05,92
3217,8185,13333,Refund request,open,low,2023-06-18 13:16:45,2023-06-18 13:16:45,86
3218,9962,13340,Refund request,escalated,medium,2025-10-03 14:10:23,2025-10-14 14:10:23,55
3219,5109,13343,Product question,resolved,high,2025-06-30 12:21:26,,15
3220,9857,13349,Delivery delay,closed,medium,2025-12-21 07:33:38,2025-12-26 07:33:38,3
3221,3945,13351,Warranty claim,resolved,low,2025-10-04 14:34:42,2025-10-10 14:34:42,112
3222,4762,13353,Warranty claim,pending_customer,high,2026-01-06 02:46:07,2026-01-09 02:46:07,114
3223,2501,13357,Payment issue,escalated,medium,2025-05-06 19:01:33,2025-05-17 19:01:33,8
3224,9033,13359,Payment issue,open,low,2023-06-01 17:49:56,2023-06-13 17:49:56,1
3225,8759,13372,Account access,closed,medium,2024-01-31 02:59:14,2024-02-06 02:59:14,104
3226,1319,13378,Product question,resolved,medium,2023-09-15 18:12:01,2023-09-17 18:12:01,85
3227,2072,13380,Payment issue,closed,high,2025-11-09 06:39:32,,90
3228,96,13385,Account access,escalated,urgent,2025-03-04 11:28:50,2025-03-08 11:28:50,70
3229,803,13398,Refund request,open,medium,2024-08-28 22:26:43,,11
3230,8840,13399,Refund request,open,low,2024-02-27 16:23:32,,37
3231,5086,13400,Delivery delay,pending_customer,medium,2023-12-22 19:52:41,,16
3232,2005,13403,Damaged item,escalated,high,2024-10-18 08:40:23,2024-11-01 08:40:23,63
3233,5608,13404,Account access,open,high,2025-12-23 09:15:34,,50
3234,7582,13405,Promo code,closed,high,2025-12-02 12:09:33,2025-12-04 12:09:33,6
3235,7650,13410,Product question,escalated,low,2024-02-27 23:42:07,2024-02-28 23:42:07,70
3236,6644,13414,Refund request,resolved,low,2025-03-24 11:42:18,2025-03-31 11:42:18,4
3237,2671,13419,Product question,pending_customer,urgent,2023-01-18 01:51:31,2023-01-29 01:51:31,9
3238,81,13423,Promo code,resolved,high,2025-01-22 22:38:36,2025-01-29 22:38:36,42
3239,4446,13426,Warranty claim,resolved,low,2024-10-17 12:32:54,2024-10-18 12:32:54,101
3240,7007,13431,Delivery delay,open,urgent,2024-12-20 21:00:33,2024-12-24 21:00:33,87
3241,6200,13432,Account access,open,high,2023-04-16 04:52:53,2023-04-22 04:52:53,108
3242,1717,13434,Product question,open,medium,2025-10-14 00:38:59,2025-10-25 00:38:59,18
3243,9784,13442,Promo code,pending_customer,low,2023-06-22 06:16:28,2023-06-24 06:16:28,96
3244,7598,13443,Account access,escalated,medium,2025-01-10 11:08:01,2025-01-20 11:08:01,98
3245,1850,13445,Product question,pending_customer,medium,2025-02-28 17:15:26,,78
3246,1469,13446,Delivery delay,resolved,medium,2025-11-11 21:55:13,2025-11-18 21:55:13,52
3247,1899,13450,Refund request,open,medium,2023-05-07 21:26:34,2023-05-16 21:26:34,29
3248,6184,13452,Product question,closed,low,2024-12-16 19:53:58,2024-12-26 19:53:58,39
3249,2590,13456,Promo code,closed,high,2024-07-16 22:17:08,2024-07-23 22:17:08,23
3250,9060,13467,Damaged item,open,medium,2023-02-17 13:05:07,2023-02-26 13:05:07,1
3251,7272,13469,Warranty claim,resolved,high,2023-03-15 17:04:51,2023-03-26 17:04:51,49
3252,6763,13474,Delivery delay,open,low,2024-02-07 17:07:47,2024-02-19 17:07:47,119
3253,8415,13476,Product question,open,low,2023-02-16 18:22:47,2023-02-18 18:22:47,50
3254,6331,13481,Payment issue,pending_customer,low,2025-04-25 05:34:52,2025-04-26 05:34:52,46
3255,8982,13491,Refund request,open,low,2023-10-11 11:51:41,2023-10-25 11:51:41,71
3256,7666,13494,Damaged item,pending_customer,high,2024-05-31 18:40:42,2024-05-31 18:40:42,26
3257,1793,13501,Damaged item,escalated,low,2025-03-06 13:32:01,,62
3258,3846,13502,Product question,open,low,2024-09-25 21:01:49,2024-10-09 21:01:49,26
3259,3618,13517,Warranty claim,resolved,medium,2025-03-18 16:50:06,2025-03-23 16:50:06,37
3260,9158,13519,Refund request,resolved,low,2024-12-01 05:16:06,2024-12-14 05:16:06,81
3261,7347,13528,Damaged item,open,high,2024-04-11 20:57:32,,8
3262,506,13529,Refund request,closed,low,2025-06-27 17:13:28,2025-06-30 17:13:28,48
3263,9088,13532,Refund request,escalated,low,2023-06-11 04:05:17,2023-06-19 04:05:17,34
3264,853,13533,Promo code,resolved,medium,2025-03-14 12:17:31,2025-03-21 12:17:31,33
3265,879,13534,Damaged item,escalated,low,2024-01-06 06:41:04,2024-01-09 06:41:04,90
3266,2952,13535,Product question,resolved,high,2024-02-14 04:27:31,2024-02-26 04:27:31,75
3267,3222,13539,Product question,pending_customer,high,2023-02-23 01:00:37,,25
3268,6123,13552,Delivery delay,pending_customer,medium,2023-05-26 13:58:59,2023-06-07 13:58:59,62
3269,666,13557,Account access,pending_customer,high,2024-01-18 02:10:11,,102
3270,5972,13560,Damaged item,escalated,low,2025-09-14 06:39:54,2025-09-17 06:39:54,119
3271,1028,13565,Refund request,escalated,low,2026-01-18 21:58:45,2026-01-25 21:58:45,94
3272,6473,13571,Damaged item,resolved,medium,2024-03-30 04:15:20,2024-04-08 04:15:20,3
3273,7538,13572,Promo code,pending_customer,medium,2024-02-14 12:44:54,2024-02-17 12:44:54,26
3274,6301,13576,Product question,open,low,2024-03-07 06:03:12,2024-03-07 06:03:12,72
3275,4560,13580,Damaged item,closed,medium,2025-01-17 09:11:54,2025-01-18 09:11:54,68
3276,1597,13583,Damaged item,resolved,low,2025-01-05 19:59:39,2025-01-12 19:59:39,82
3277,3542,13589,Account access,pending_customer,low,2023-04-22 20:22:22,2023-04-24 20:22:22,57
3278,1317,13593,Account access,resolved,low,2023-02-01 12:33:28,2023-02-09 12:33:28,33
3279,7417,13594,Promo code,closed,urgent,2024-06-11 12:08:10,2024-06-24 12:08:10,68
3280,1160,13603,Product question,pending_customer,low,2024-03-30 17:37:03,2024-04-09 17:37:03,80
3281,7862,13606,Delivery delay,escalated,high,2024-07-06 03:58:43,2024-07-11 03:58:43,99
3282,1316,13608,Product question,resolved,medium,2025-03-21 07:56:49,2025-03-23 07:56:49,108
3283,1399,13617,Product question,resolved,medium,2025-10-23 17:40:17,2025-10-23 17:40:17,29
3284,6393,13624,Refund request,open,low,2023-02-27 03:42:53,2023-03-06 03:42:53,4
3285,6193,13628,Payment issue,escalated,low,2024-03-03 02:33:00,2024-03-08 02:33:00,92
3286,5722,13630,Warranty claim,closed,medium,2023-08-24 03:28:19,,53
3287,964,13638,Damaged item,closed,high,2023-04-19 21:31:55,,100
3288,4608,13639,Payment issue,escalated,high,2025-12-15 11:35:19,2025-12-15 11:35:19,74
3289,8743,13642,Account access,resolved,high,2023-07-20 20:49:18,2023-07-21 20:49:18,27
3290,2347,13644,Warranty claim,resolved,high,2025-01-06 00:32:17,2025-01-15 00:32:17,46
3291,9760,13648,Delivery delay,resolved,high,2023-06-24 23:42:38,,104
3292,3874,13651,Promo code,resolved,medium,2025-01-18 22:41:56,2025-01-22 22:41:56,44
3293,4383,13658,Product question,closed,medium,2023-02-01 15:13:45,2023-02-05 15:13:45,43
3294,7226,13666,Warranty claim,open,low,2023-12-21 06:45:48,2023-12-27 06:45:48,120
3295,8610,13668,Product question,open,medium,2025-04-25 19:57:04,2025-04-30 19:57:04,58
3296,2783,13677,Warranty claim,resolved,medium,2025-04-06 12:33:03,2025-04-08 12:33:03,35
3297,8256,13683,Product question,open,medium,2024-03-28 05:55:12,,100
3298,9465,13684,Account access,escalated,high,2025-02-11 19:38:39,2025-02-25 19:38:39,105
3299,1508,13699,Delivery delay,closed,low,2023-10-30 20:11:59,2023-11-02 20:11:59,93
3300,7064,13712,Delivery delay,pending_customer,medium,2023-06-24 14:12:54,2023-06-30 14:12:54,102
3301,3286,13726,Product question,closed,low,2023-10-13 13:59:43,2023-10-24 13:59:43,77
3302,1588,13735,Product question,pending_customer,low,2023-02-25 19:42:55,2023-02-27 19:42:55,25
3303,8462,13744,Delivery delay,open,high,2023-08-19 14:31:38,2023-08-28 14:31:38,31
3304,6161,13745,Damaged item,open,urgent,2024-06-16 20:37:57,2024-06-20 20:37:57,63
3305,9453,13750,Warranty claim,escalated,low,2025-03-26 04:45:46,2025-04-08 04:45:46,88
3306,4114,13756,Delivery delay,resolved,medium,2023-10-08 04:23:29,2023-10-08 04:23:29,79
3307,7187,13758,Warranty claim,escalated,low,2023-05-15 05:37:34,2023-05-20 05:37:34,101
3308,6029,13766,Damaged item,resolved,low,2023-04-10 07:52:58,,49
3309,3266,13770,Product question,resolved,medium,2026-01-02 08:49:06,,39
3310,1630,13776,Payment issue,resolved,low,2025-03-09 16:25:20,2025-03-18 16:25:20,111
3311,1826,13781,Product question,pending_customer,high,2024-03-26 10:17:10,2024-04-03 10:17:10,101
3312,8806,13782,Delivery delay,pending_customer,urgent,2024-07-29 15:30:29,2024-08-02 15:30:29,33
3313,9844,13784,Warranty claim,resolved,low,2023-10-26 05:12:17,2023-11-04 05:12:17,95
3314,1314,13785,Promo code,pending_customer,urgent,2024-04-11 00:39:49,2024-04-12 00:39:49,64
3315,5970,13791,Promo code,closed,medium,2023-05-16 13:28:59,2023-05-20 13:28:59,8
3316,5999,13794,Warranty claim,open,medium,2024-02-03 21:45:35,,117
3317,4309,13799,Damaged item,closed,low,2024-09-04 19:01:08,2024-09-07 19:01:08,63
3318,9487,13802,Promo code,open,medium,2025-08-31 02:51:22,2025-09-08 02:51:22,35
3319,443,13809,Warranty claim,closed,medium,2023-04-30 21:11:53,2023-05-08 21:11:53,24
3320,5266,13818,Refund request,open,low,2025-03-09 11:31:25,2025-03-11 11:31:25,103
3321,8390,13822,Damaged item,escalated,medium,2025-01-05 19:30:53,2025-01-15 19:30:53,93
3322,1638,13833,Delivery delay,pending_customer,low,2025-02-13 17:06:05,2025-02-13 17:06:05,34
3323,7325,13835,Warranty claim,pending_customer,low,2023-05-12 04:53:04,2023-05-26 04:53:04,46
3324,9244,13838,Warranty claim,pending_customer,low,2025-06-08 07:22:52,2025-06-14 07:22:52,36
3325,7886,13844,Damaged item,pending_customer,low,2025-11-30 21:53:41,2025-12-06 21:53:41,40
3326,3953,13845,Damaged item,open,medium,2023-08-10 15:11:51,2023-08-17 15:11:51,105
3327,4375,13847,Promo code,closed,medium,2023-10-12 20:53:47,,104
3328,1949,13850,Promo code,closed,medium,2025-04-29 05:30:20,2025-05-12 05:30:20,44
3329,7455,13852,Warranty claim,open,low,2024-06-02 18:11:52,2024-06-12 18:11:52,23
3330,6419,13854,Payment issue,escalated,urgent,2024-02-12 09:36:37,2024-02-13 09:36:37,94
3331,2749,13856,Delivery delay,pending_customer,low,2024-08-11 08:25:35,,104
3332,6178,13857,Delivery delay,closed,medium,2024-12-05 09:50:00,2024-12-13 09:50:00,86
3333,234,13860,Payment issue,resolved,medium,2025-03-21 19:51:40,2025-04-04 19:51:40,34
3334,9372,13863,Promo code,resolved,low,2024-05-13 15:06:19,2024-05-18 15:06:19,67
3335,3447,13867,Promo code,pending_customer,low,2023-05-12 02:53:33,,97
3336,1355,13869,Refund request,closed,medium,2025-04-19 10:06:32,2025-04-30 10:06:32,53
3337,1653,13881,Refund request,escalated,medium,2023-11-09 14:11:40,2023-11-10 14:11:40,62
3338,7718,13882,Refund request,closed,medium,2023-04-01 04:51:54,2023-04-02 04:51:54,48
3339,1790,13884,Refund request,resolved,medium,2024-05-03 20:43:40,2024-05-10 20:43:40,23
3340,5490,13885,Damaged item,open,low,2024-04-13 14:35:18,2024-04-13 14:35:18,57
3341,9290,13896,Refund request,open,high,2024-02-09 04:43:28,2024-02-15 04:43:28,75
3342,38,13899,Account access,escalated,medium,2024-05-25 12:02:58,2024-06-07 12:02:58,76
3343,9162,13901,Delivery delay,resolved,high,2024-02-01 17:58:54,,2
3344,2361,13904,Product question,open,high,2025-12-07 02:40:21,2025-12-21 02:40:21,56
3345,2184,13909,Payment issue,open,high,2023-10-04 18:21:27,2023-10-09 18:21:27,45
3346,1446,13916,Promo code,escalated,medium,2023-10-18 19:36:54,,16
3347,1825,13918,Promo code,open,medium,2025-03-14 18:34:17,2025-03-27 18:34:17,78
3348,1168,13921,Warranty claim,resolved,low,2024-03-08 11:06:05,,115
3349,410,13922,Warranty claim,resolved,high,2023-10-21 04:09:25,2023-10-27 04:09:25,10
3350,8943,13923,Damaged item,open,medium,2025-11-29 21:50:20,2025-12-12 21:50:20,46
3351,5647,13925,Damaged item,escalated,high,2024-02-18 09:03:35,2024-02-25 09:03:35,44
3352,9745,13928,Account access,closed,medium,2024-05-27 09:46:08,2024-06-01 09:46:08,57
3353,5844,13936,Product question,resolved,high,2023-08-07 06:00:54,2023-08-13 06:00:54,83
3354,1204,13940,Refund request,escalated,medium,2025-02-26 18:59:56,2025-03-11 18:59:56,110
3355,8431,13942,Account access,open,low,2024-10-02 21:06:06,2024-10-16 21:06:06,106
3356,9498,13946,Delivery delay,open,high,2025-11-30 18:57:00,2025-11-30 18:57:00,101
3357,1948,13948,Warranty claim,escalated,medium,2025-02-14 10:59:17,2025-02-28 10:59:17,30
3358,1395,13950,Payment issue,pending_customer,low,2024-06-12 13:59:28,2024-06-24 13:59:28,78
3359,1650,13955,Payment issue,closed,medium,2024-01-17 09:29:15,2024-01-30 09:29:15,3
3360,3385,13958,Delivery delay,pending_customer,low,2023-07-13 15:59:50,2023-07-25 15:59:50,55
3361,1527,13959,Damaged item,pending_customer,medium,2023-12-25 19:08:33,2023-12-26 19:08:33,101
3362,4421,13964,Damaged item,resolved,low,2024-09-04 10:07:36,2024-09-05 10:07:36,32
3363,6646,13981,Refund request,resolved,medium,2023-06-01 22:00:24,2023-06-02 22:00:24,29
