shipment_id,order_id,warehouse_id,shipping_method,carrier,shipped_datetime,delivered_datetime,shipment_status
7079,8279,8,pickup,FedEx,2023-12-20 00:19:43,2023-12-24 00:19:43,delivered
7080,8281,4,overnight,UPS,2025-01-27 17:35:37,2025-01-31 17:35:37,delivered
7081,8282,8,pickup,DHL,2024-12-02 17:41:26,2024-12-08 17:41:26,delivered
7082,8284,2,pickup,FedEx,2025-10-10 16:35:21,2025-10-14 16:35:21,delivered
7083,8285,1,overnight,USPS,2023-01-18 08:57:50,2023-01-27 08:57:50,delivered
7084,8286,5,overnight,DHL,2024-04-19 11:27:02,2024-04-28 11:27:02,delivered
7085,8287,3,pickup,FedEx,2024-06-07 13:42:38,,delivered
7086,8288,1,expedited,DHL,2025-02-15 15:33:42,2025-02-20 15:33:42,delivered
7087,8289,1,overnight,DHL,2025-03-11 02:42:45,2025-03-18 02:42:45,delivered
7088,8290,2,expedited,FedEx,2023-07-13 20:53:07,2023-07-21 20:53:07,in_transit
7089,8292,1,standard,UPS,2025-10-01 13:54:03,2025-10-03 13:54:03,delivered
7090,8294,1,pickup,DHL,2024-04-05 21:11:21,2024-04-15 21:11:21,delivered
7091,8295,6,pickup,FedEx,2024-10-07 22:41:52,2024-10-14 22:41:52,delivered
7092,8296,1,pickup,USPS,2024-03-11 23:11:52,2024-03-15 23:11:52,delivered
7093,8297,3,expedited,FedEx,2023-07-31 06:05:09,2023-08-01 06:05:09,delivered
7094,8298,4,standard,USPS,2023-03-14 05:13:20,2023-03-20 05:13:20,in_transit
7095,8299,3,standard,FedEx,2024-01-07 04:13:32,2024-01-09 04:13:32,delivered
7096,8300,5,expedited,FedEx,2023-08-15 10:18:17,2023-08-19 10:18:17,delivered
7097,8301,7,overnight,USPS,2024-07-26 03:56:35,2024-08-02 03:56:35,delivered
7098,8302,8,expedited,USPS,2024-12-19 22:58:00,,delivered
7099,8303,3,expedited,FedEx,2025-08-27 09:14:22,2025-09-06 09:14:22,delivered
7100,8304,6,overnight,FedEx,2023-11-03 14:33:51,2023-11-13 14:33:51,delivered
7101,8305,4,overnight,UPS,2024-05-08 04:00:59,2024-05-11 04:00:59,delivered
7102,8306,8,expedited,DHL,2023-09-13 20:59:26,2023-09-20 20:59:26,in_transit
7103,8307,3,pickup,DHL,2025-04-20 14:11:21,2025-04-23 14:11:21,delivered
7104,8308,4,pickup,USPS,2024-07-07 03:42:10,2024-07-11 03:42:10,delivered
7105,8309,1,expedited,UPS,2025-03-21 20:01:29,2025-03-28 20:01:29,delivered
7106,8310,3,pickup,DHL,2024-07-18 11:44:01,2024-07-19 11:44:01,delivered
7107,8311,3,overnight,FedEx,2025-05-18 06:03:40,2025-05-25 06:03:40,delivered
7108,8312,2,expedited,DHL,2025-01-08 09:28:00,2025-01-18 09:28:00,delivered
7109,8313,3,pickup,UPS,2023-10-19 22:55:53,2023-10-26 22:55:53,in_transit
7110,8314,3,standard,UPS,2025-02-23 22:29:30,2025-03-03 22:29:30,in_transit
7111,8315,2,overnight,DHL,2024-06-12 03:36:13,2024-06-18 03:36:13,in_transit
7112,8316,5,pickup,UPS,2025-01-09 18:40:13,2025-01-17 18:40:13,returned
7113,8317,4,overnight,DHL,2024-07-21 21:16:29,,delivered
7114,8318,6,overnight,USPS,2023-07-16 23:22:01,2023-07-19 23:22:01,returned
7115,8319,5,pickup,UPS,2024-02-04 11:11:31,2024-02-06 11:11:31,delivered
7116,8320,7,standard,UPS,2025-08-26 14:08:57,2025-08-29 14:08:57,delivered
7117,8321,2,pickup,DHL,2024-08-02 21:03:21,2024-08-10 21:03:21,delivered
7118,8322,7,pickup,FedEx,2024-02-26 12:39:31,2024-03-01 12:39:31,delivered
7119,8323,7,expedited,USPS,2025-12-17 06:01:01,2025-12-21 06:01:01,delivered
7120,8325,1,pickup,DHL,2024-11-13 20:50:02,2024-11-16 20:50:02,in_transit
7121,8326,8,standard,USPS,2024-12-15 21:51:29,2024-12-16 21:51:29,delivered
7122,8327,4,overnight,USPS,2024-03-08 02:32:16,2024-03-13 02:32:16,delivered
7123,8328,3,overnight,FedEx,2023-01-17 01:43:45,2023-01-23 01:43:45,delivered
7124,8330,4,overnight,USPS,2024-01-21 10:23:00,2024-01-29 10:23:00,in_transit
7125,8331,6,overnight,FedEx,2024-09-24 01:53:36,2024-10-03 01:53:36,delivered
7126,8332,4,pickup,UPS,2024-09-23 03:37:11,2024-10-02 03:37:11,delivered
7127,8333,5,expedited,FedEx,2024-08-07 17:30:41,2024-08-15 17:30:41,in_transit
7128,8334,1,expedited,FedEx,2025-09-21 23:36:18,2025-10-01 23:36:18,delivered
7129,8335,1,standard,USPS,2023-03-23 07:09:54,2023-04-02 07:09:54,delivered
7130,8336,6,pickup,UPS,2023-01-28 11:44:07,2023-02-01 11:44:07,in_transit
7131,8337,5,standard,USPS,2023-04-29 02:49:18,2023-05-05 02:49:18,delivered
7132,8338,4,expedited,USPS,2023-09-01 15:22:10,2023-09-05 15:22:10,in_transit
7133,8340,8,expedited,FedEx,2024-05-05 21:42:50,,in_transit
7134,8341,1,expedited,DHL,2024-10-13 11:31:45,2024-10-21 11:31:45,delivered
7135,8342,3,pickup,USPS,2025-04-21 12:42:59,,delivered
7136,8344,6,expedited,UPS,2023-11-05 01:14:47,2023-11-14 01:14:47,delivered
7137,8345,5,overnight,FedEx,2024-07-20 21:31:55,2024-07-22 21:31:55,delivered
7138,8346,2,standard,UPS,2024-07-24 22:21:50,2024-08-03 22:21:50,delivered
7139,8347,3,expedited,UPS,2024-09-19 04:40:48,2024-09-25 04:40:48,delivered
7140,8348,3,standard,FedEx,2023-01-22 12:48:47,2023-01-29 12:48:47,delivered
7141,8349,4,overnight,UPS,2024-01-03 10:07:43,2024-01-08 10:07:43,delivered
7142,8350,3,expedited,DHL,2023-11-17 11:31:17,2023-11-23 11:31:17,delivered
7143,8351,7,pickup,UPS,2025-12-16 13:19:31,2025-12-23 13:19:31,delivered
7144,8352,4,overnight,UPS,2025-03-07 01:04:00,2025-03-12 01:04:00,delivered
7145,8353,4,pickup,UPS,2024-04-24 08:06:57,2024-05-03 08:06:57,delivered
7146,8354,7,pickup,DHL,2023-01-20 09:48:48,2023-01-22 09:48:48,delivered
7147,8355,2,overnight,FedEx,2023-09-07 19:20:40,2023-09-17 19:20:40,delivered
7148,8356,6,expedited,DHL,2023-12-22 15:50:34,2023-12-30 15:50:34,delivered
7149,8357,6,standard,USPS,2023-12-26 14:58:13,,delivered
7150,8359,5,expedited,FedEx,2025-06-10 02:35:28,2025-06-16 02:35:28,delivered
7151,8360,4,standard,DHL,2025-05-15 23:08:38,2025-05-16 23:08:38,delivered
7152,8361,3,expedited,FedEx,2024-04-10 02:18:48,2024-04-12 02:18:48,in_transit
7153,8362,4,standard,DHL,2023-03-20 00:39:02,2023-03-24 00:39:02,delivered
7154,8364,8,pickup,UPS,2025-07-21 22:00:39,2025-07-29 22:00:39,delivered
7155,8365,5,pickup,USPS,2025-09-17 18:55:06,2025-09-19 18:55:06,in_transit
7156,8367,6,standard,FedEx,2025-09-27 06:45:14,2025-09-29 06:45:14,delivered
7157,8368,5,standard,DHL,2023-02-13 08:55:32,2023-02-17 08:55:32,delivered
7158,8369,1,expedited,FedEx,2023-06-27 23:18:21,2023-07-01 23:18:21,delivered
7159,8370,3,expedited,UPS,2023-07-14 17:25:07,2023-07-16 17:25:07,delivered
7160,8371,2,overnight,FedEx,2024-01-03 15:11:22,2024-01-13 15:11:22,delivered
7161,8373,5,pickup,UPS,2025-09-19 19:45:47,2025-09-29 19:45:47,in_transit
7162,8374,2,expedited,UPS,2023-04-30 01:18:09,2023-05-06 01:18:09,delivered
7163,8376,6,expedited,FedEx,2024-11-27 22:09:55,2024-12-01 22:09:55,delivered
7164,8377,6,pickup,UPS,2023-04-14 08:00:36,2023-04-15 08:00:36,delivered
7165,8378,4,overnight,FedEx,2023-06-11 03:48:18,2023-06-17 03:48:18,in_transit
7166,8379,3,pickup,UPS,2024-02-02 19:16:25,2024-02-12 19:16:25,delivered
7167,8381,7,expedited,USPS,2025-10-18 14:30:50,2025-10-19 14:30:50,in_transit
7168,8382,5,overnight,DHL,2025-07-26 09:58:14,2025-07-27 09:58:14,returned
7169,8383,2,standard,FedEx,2024-12-07 13:00:48,2024-12-09 13:00:48,delivered
7170,8387,7,expedited,UPS,2023-02-01 23:03:57,,delivered
7171,8388,2,pickup,USPS,2023-09-29 10:26:10,,delivered
7172,8389,1,overnight,FedEx,2025-10-30 18:18:34,2025-11-07 18:18:34,delivered
7173,8391,6,expedited,UPS,2023-01-28 20:30:34,2023-01-31 20:30:34,in_transit
7174,8392,8,overnight,UPS,2024-07-09 08:37:20,2024-07-11 08:37:20,delivered
7175,8393,4,pickup,DHL,2024-06-07 22:46:43,2024-06-10 22:46:43,delivered
7176,8395,5,pickup,USPS,2025-03-08 14:34:27,2025-03-10 14:34:27,delivered
7177,8396,2,pickup,DHL,2025-11-02 11:46:54,2025-11-12 11:46:54,delivered
7178,8397,7,pickup,FedEx,2025-07-31 17:40:05,2025-08-04 17:40:05,delivered
7179,8400,7,expedited,DHL,2024-04-24 22:26:54,2024-05-04 22:26:54,in_transit
7180,8401,1,standard,DHL,2023-07-19 04:29:38,2023-07-29 04:29:38,returned
7181,8402,3,overnight,DHL,2024-11-18 14:45:06,2024-11-24 14:45:06,delivered
7182,8403,3,standard,FedEx,2023-06-10 04:16:52,,delivered
7183,8404,1,overnight,DHL,2024-02-16 12:26:13,2024-02-18 12:26:13,delivered
7184,8405,1,pickup,USPS,2024-01-20 05:49:44,2024-01-30 05:49:44,delivered
7185,8406,1,standard,UPS,2023-08-05 17:21:29,2023-08-09 17:21:29,delivered
7186,8407,1,expedited,USPS,2023-02-13 17:02:08,2023-02-21 17:02:08,in_transit
7187,8408,8,pickup,FedEx,2025-02-17 03:52:40,2025-02-27 03:52:40,delivered
7188,8409,7,expedited,FedEx,2023-05-26 08:37:06,,delivered
7189,8410,1,expedited,FedEx,2024-10-09 18:57:24,2024-10-16 18:57:24,delivered
7190,8413,2,pickup,USPS,2023-10-31 03:56:03,2023-11-08 03:56:03,delivered
7191,8414,7,standard,FedEx,2023-10-27 06:26:52,2023-11-06 06:26:52,delivered
7192,8415,1,overnight,UPS,2025-05-01 00:10:53,2025-05-09 00:10:53,delivered
7193,8416,8,standard,USPS,2024-09-04 22:33:02,2024-09-08 22:33:02,delivered
7194,8417,6,pickup,FedEx,2023-10-12 23:35:30,2023-10-18 23:35:30,in_transit
7195,8418,3,pickup,UPS,2024-07-06 20:24:46,2024-07-15 20:24:46,in_transit
7196,8420,2,overnight,DHL,2023-02-28 17:20:49,2023-03-06 17:20:49,returned
7197,8422,6,overnight,USPS,2023-07-14 08:13:10,2023-07-23 08:13:10,delivered
7198,8423,4,standard,FedEx,2025-07-13 15:28:51,2025-07-18 15:28:51,delivered
7199,8424,8,pickup,UPS,2024-02-09 05:17:59,2024-02-11 05:17:59,delivered
7200,8425,2,standard,USPS,2024-01-20 00:28:42,2024-01-21 00:28:42,delivered
7201,8426,4,pickup,FedEx,2025-02-02 16:49:24,2025-02-08 16:49:24,delivered
7202,8427,2,pickup,UPS,2024-10-18 16:45:04,2024-10-19 16:45:04,in_transit
7203,8428,2,pickup,USPS,2025-11-27 05:20:41,2025-12-05 05:20:41,delivered
7204,8429,1,standard,UPS,2024-01-25 23:07:32,2024-02-02 23:07:32,returned
7205,8431,8,standard,UPS,2025-06-22 16:53:39,2025-07-01 16:53:39,in_transit
7206,8433,4,standard,UPS,2023-07-20 06:09:01,2023-07-24 06:09:01,delivered
7207,8434,6,pickup,FedEx,2024-04-24 20:32:11,2024-05-01 20:32:11,in_transit
7208,8436,5,pickup,DHL,2025-02-10 20:42:44,2025-02-11 20:42:44,delivered
7209,8437,8,overnight,UPS,2024-04-06 20:23:33,2024-04-15 20:23:33,delivered
7210,8438,7,pickup,USPS,2024-12-03 21:05:04,2024-12-08 21:05:04,delivered
7211,8439,8,expedited,USPS,2025-03-05 01:21:48,2025-03-08 01:21:48,delivered
7212,8440,5,expedited,UPS,2025-08-18 08:26:06,2025-08-24 08:26:06,delivered
7213,8442,1,overnight,USPS,2024-09-17 09:34:07,2024-09-23 09:34:07,in_transit
7214,8443,4,standard,DHL,2024-11-06 19:12:08,2024-11-12 19:12:08,delivered
7215,8445,5,pickup,USPS,2023-06-11 03:41:05,2023-06-19 03:41:05,delivered
7216,8446,6,expedited,UPS,2023-05-23 18:03:57,2023-05-28 18:03:57,delivered
7217,8447,2,pickup,UPS,2024-01-31 15:24:24,2024-02-03 15:24:24,delivered
7218,8448,4,expedited,UPS,2023-11-10 04:29:57,2023-11-16 04:29:57,delivered
7219,8450,6,overnight,USPS,2023-11-12 23:07:47,2023-11-22 23:07:47,returned
7220,8451,7,overnight,FedEx,2025-07-26 10:47:50,2025-07-28 10:47:50,delivered
7221,8453,6,overnight,UPS,2023-06-05 22:41:31,2023-06-12 22:41:31,delivered
7222,8455,6,pickup,UPS,2023-06-28 19:17:31,2023-07-08 19:17:31,in_transit
7223,8456,4,expedited,DHL,2024-12-03 13:24:32,2024-12-06 13:24:32,delivered
7224,8457,8,standard,DHL,2023-03-18 14:19:14,,delivered
7225,8459,2,pickup,UPS,2023-10-23 21:16:24,2023-11-01 21:16:24,delivered
7226,8460,3,expedited,UPS,2025-03-21 02:32:52,2025-03-25 02:32:52,delivered
7227,8461,6,overnight,USPS,2024-07-09 19:21:40,2024-07-10 19:21:40,delivered
7228,8462,4,standard,DHL,2023-03-28 18:31:52,2023-03-31 18:31:52,delivered
7229,8463,8,overnight,UPS,2025-01-03 11:00:26,2025-01-05 11:00:26,delivered
7230,8464,3,overnight,DHL,2023-02-15 17:41:32,2023-02-19 17:41:32,delivered
7231,8465,1,overnight,UPS,2025-01-30 21:59:04,2025-01-31 21:59:04,delivered
7232,8466,4,overnight,DHL,2025-04-26 22:47:29,2025-05-05 22:47:29,in_transit
7233,8467,4,expedited,USPS,2025-04-26 14:47:46,2025-04-27 14:47:46,delivered
7234,8468,4,overnight,UPS,2023-10-03 07:17:39,2023-10-07 07:17:39,in_transit
7235,8469,6,overnight,UPS,2024-05-07 18:05:57,2024-05-16 18:05:57,delivered
7236,8470,7,expedited,DHL,2023-01-28 08:34:03,2023-02-06 08:34:03,delivered
7237,8471,3,pickup,UPS,2024-04-05 21:59:43,2024-04-15 21:59:43,delivered
7238,8472,3,overnight,DHL,2025-07-14 13:54:31,2025-07-20 13:54:31,delivered
7239,8473,4,expedited,UPS,2023-03-30 20:25:04,2023-04-02 20:25:04,delivered
7240,8474,2,standard,USPS,2025-07-02 23:59:18,2025-07-10 23:59:18,delivered
7241,8476,5,overnight,USPS,2023-02-11 21:46:43,2023-02-19 21:46:43,in_transit
7242,8477,8,overnight,UPS,2025-12-22 20:02:55,2025-12-23 20:02:55,delivered
7243,8478,4,pickup,USPS,2025-10-03 18:23:03,2025-10-12 18:23:03,delivered
7244,8479,7,expedited,USPS,2023-12-04 22:55:03,2023-12-05 22:55:03,delivered
7245,8480,2,expedited,DHL,2025-08-04 14:18:15,2025-08-14 14:18:15,returned
7246,8481,1,standard,USPS,2023-10-08 09:30:07,2023-10-18 09:30:07,delivered
7247,8482,3,pickup,USPS,2025-05-01 13:37:21,,delivered
7248,8483,1,pickup,UPS,2024-08-13 18:01:39,2024-08-15 18:01:39,delivered
7249,8484,7,overnight,DHL,2025-02-06 17:47:32,2025-02-10 17:47:32,delivered
7250,8485,7,overnight,USPS,2024-05-14 05:54:01,2024-05-15 05:54:01,delivered
7251,8486,3,standard,UPS,2024-05-08 08:44:59,2024-05-13 08:44:59,delivered
7252,8487,4,overnight,USPS,2025-03-26 13:31:46,2025-03-27 13:31:46,in_transit
7253,8490,8,standard,USPS,2024-12-16 04:01:07,2024-12-25 04:01:07,delivered
7254,8491,7,pickup,FedEx,2025-07-22 22:24:36,2025-07-23 22:24:36,delivered
7255,8492,1,expedited,USPS,2025-10-13 16:45:31,2025-10-22 16:45:31,in_transit
7256,8493,2,pickup,UPS,2025-08-26 00:24:20,2025-09-01 00:24:20,in_transit
7257,8494,8,overnight,DHL,2024-10-19 12:57:09,2024-10-25 12:57:09,in_transit
7258,8495,7,overnight,FedEx,2023-11-07 17:47:06,2023-11-16 17:47:06,delivered
7259,8496,6,pickup,DHL,2023-03-07 05:19:16,2023-03-15 05:19:16,delivered
7260,8497,2,pickup,FedEx,2025-08-04 13:22:40,2025-08-10 13:22:40,delivered
7261,8498,2,overnight,FedEx,2024-04-13 00:10:50,2024-04-16 00:10:50,in_transit
7262,8499,8,overnight,USPS,2023-01-09 15:45:46,2023-01-19 15:45:46,delivered
7263,8500,2,standard,DHL,2023-02-13 12:19:11,2023-02-15 12:19:11,delivered
7264,8502,7,standard,USPS,2024-10-09 15:27:02,2024-10-18 15:27:02,delivered
7265,8503,5,standard,FedEx,2024-03-04 11:36:04,2024-03-05 11:36:04,delivered
7266,8504,3,overnight,DHL,2024-06-22 17:26:20,2024-06-27 17:26:20,delivered
7267,8505,4,pickup,DHL,2024-05-25 20:03:15,2024-06-02 20:03:15,delivered
7268,8506,4,overnight,DHL,2025-05-18 18:45:31,2025-05-26 18:45:31,delivered
7269,8507,6,overnight,DHL,2023-08-25 03:32:06,2023-09-01 03:32:06,delivered
7270,8508,1,expedited,UPS,2024-08-30 19:22:13,2024-09-05 19:22:13,delivered
7271,8509,2,pickup,DHL,2025-04-03 00:15:45,2025-04-04 00:15:45,delivered
7272,8510,6,overnight,UPS,2023-12-25 22:31:49,2024-01-01 22:31:49,delivered
7273,8511,4,standard,USPS,2025-10-25 10:57:21,2025-11-02 10:57:21,delivered
7274,8512,7,standard,FedEx,2025-02-08 20:05:49,2025-02-18 20:05:49,delivered
7275,8513,5,overnight,FedEx,2025-03-18 20:50:58,,delivered
7276,8514,5,pickup,USPS,2025-09-27 16:50:54,,delivered
7277,8515,2,pickup,USPS,2023-04-23 13:44:53,,in_transit
7278,8516,1,standard,DHL,2023-04-21 08:32:24,2023-04-28 08:32:24,in_transit
7279,8517,5,standard,FedEx,2024-05-25 15:35:05,2024-06-04 15:35:05,delivered
7280,8518,5,overnight,USPS,2023-11-29 19:18:44,2023-12-05 19:18:44,delivered
7281,8519,5,standard,FedEx,2023-10-18 06:04:46,,delivered
7282,8521,2,overnight,DHL,2023-11-11 08:13:24,,delivered
7283,8522,7,standard,UPS,2024-01-12 15:17:29,2024-01-17 15:17:29,delivered
7284,8524,7,overnight,UPS,2024-12-15 20:39:18,2024-12-17 20:39:18,delivered
7285,8525,5,standard,DHL,2024-04-06 05:06:41,2024-04-11 05:06:41,delivered
7286,8528,6,expedited,UPS,2023-02-08 03:35:03,2023-02-10 03:35:03,delivered
7287,8529,7,pickup,USPS,2025-12-28 01:34:49,2026-01-04 01:34:49,delivered
7288,8530,6,pickup,USPS,2023-06-20 09:38:14,,delivered
7289,8531,4,expedited,USPS,2025-03-01 22:57:25,,delivered
7290,8532,8,standard,DHL,2024-03-09 02:37:08,2024-03-14 02:37:08,in_transit
7291,8533,7,overnight,UPS,2024-04-24 06:48:31,2024-04-27 06:48:31,delivered
7292,8534,3,overnight,UPS,2024-01-06 17:50:09,2024-01-15 17:50:09,delivered
7293,8535,5,expedited,FedEx,2023-06-01 16:46:08,2023-06-02 16:46:08,delivered
7294,8536,3,expedited,DHL,2024-05-30 11:43:24,2024-06-04 11:43:24,delivered
7295,8537,3,overnight,FedEx,2025-07-05 00:39:24,2025-07-10 00:39:24,delivered
7296,8538,4,pickup,DHL,2025-07-15 05:21:31,2025-07-25 05:21:31,delivered
7297,8539,1,pickup,DHL,2023-10-20 08:03:24,2023-10-23 08:03:24,delivered
7298,8540,5,overnight,USPS,2024-08-25 11:20:16,,delivered
7299,8543,8,pickup,USPS,2025-04-14 07:17:22,,delivered
7300,8544,5,expedited,UPS,2023-04-12 23:17:51,2023-04-19 23:17:51,delivered
7301,8546,5,pickup,FedEx,2024-05-18 06:41:55,,delivered
7302,8547,3,pickup,DHL,2023-11-23 21:35:53,2023-11-24 21:35:53,delivered
7303,8548,3,overnight,FedEx,2023-10-20 04:43:50,2023-10-25 04:43:50,delivered
7304,8549,4,standard,USPS,2023-07-25 22:59:42,2023-08-02 22:59:42,in_transit
7305,8551,3,pickup,DHL,2023-03-23 20:29:10,2023-03-26 20:29:10,delivered
7306,8552,6,expedited,UPS,2023-01-05 17:18:36,2023-01-09 17:18:36,delivered
7307,8553,8,expedited,FedEx,2025-12-11 05:40:59,2025-12-12 05:40:59,delivered
7308,8554,4,overnight,FedEx,2023-11-07 19:23:48,,delivered
7309,8555,1,expedited,FedEx,2023-03-24 05:52:57,2023-04-03 05:52:57,delivered
7310,8556,1,overnight,USPS,2025-07-02 10:41:28,2025-07-11 10:41:28,delivered
7311,8557,2,overnight,USPS,2023-04-04 08:17:01,2023-04-10 08:17:01,delivered
7312,8559,6,standard,DHL,2023-12-03 07:17:53,,delivered
7313,8560,4,standard,UPS,2024-05-30 04:53:18,2024-06-08 04:53:18,delivered
7314,8561,2,pickup,UPS,2024-10-05 05:50:26,2024-10-09 05:50:26,delivered
7315,8562,8,pickup,FedEx,2025-09-18 11:49:15,2025-09-23 11:49:15,delivered
7316,8563,6,standard,DHL,2024-11-04 14:29:49,2024-11-06 14:29:49,delivered
7317,8564,2,expedited,FedEx,2024-09-24 05:46:58,2024-10-04 05:46:58,delivered
7318,8565,6,standard,FedEx,2025-11-08 05:29:07,,delivered
7319,8566,4,overnight,FedEx,2025-01-28 17:40:52,2025-01-31 17:40:52,delivered
7320,8567,5,expedited,FedEx,2023-04-07 01:00:37,2023-04-16 01:00:37,delivered
7321,8568,7,overnight,UPS,2024-03-21 10:26:17,2024-03-30 10:26:17,in_transit
7322,8569,7,overnight,DHL,2024-10-19 03:36:47,2024-10-21 03:36:47,delivered
7323,8570,4,pickup,UPS,2025-04-30 00:12:40,2025-05-03 00:12:40,delivered
7324,8571,1,pickup,USPS,2025-07-22 01:31:56,2025-07-28 01:31:56,delivered
7325,8572,2,expedited,FedEx,2025-09-25 07:06:11,2025-10-03 07:06:11,delivered
7326,8573,8,overnight,UPS,2023-04-27 23:28:44,2023-04-28 23:28:44,delivered
7327,8574,7,pickup,DHL,2023-10-13 17:37:42,2023-10-16 17:37:42,delivered
7328,8575,1,expedited,DHL,2025-11-02 12:44:06,2025-11-10 12:44:06,delivered
7329,8576,7,standard,FedEx,2023-06-15 00:28:02,2023-06-23 00:28:02,in_transit
7330,8578,4,expedited,DHL,2025-01-16 21:30:00,2025-01-26 21:30:00,delivered
7331,8579,4,expedited,UPS,2025-04-21 00:57:58,2025-04-25 00:57:58,in_transit
7332,8580,7,pickup,DHL,2024-08-10 01:08:14,2024-08-11 01:08:14,delivered
7333,8581,2,overnight,DHL,2023-06-28 08:43:40,2023-07-06 08:43:40,delivered
7334,8582,3,pickup,DHL,2025-01-08 21:58:55,,delivered
7335,8583,4,pickup,FedEx,2025-08-09 12:46:11,2025-08-14 12:46:11,delivered
7336,8584,3,expedited,USPS,2023-05-26 04:16:02,2023-05-29 04:16:02,delivered
7337,8585,7,expedited,UPS,2025-12-13 03:15:16,2025-12-17 03:15:16,in_transit
7338,8586,5,overnight,DHL,2025-05-16 23:36:33,2025-05-20 23:36:33,in_transit
7339,8587,6,expedited,FedEx,2025-03-17 21:58:14,2025-03-25 21:58:14,returned
7340,8588,8,standard,FedEx,2025-02-17 00:45:29,2025-02-22 00:45:29,delivered
7341,8589,8,standard,UPS,2025-08-05 22:13:45,2025-08-07 22:13:45,delivered
7342,8590,5,overnight,DHL,2023-09-18 20:17:03,2023-09-21 20:17:03,delivered
7343,8591,4,pickup,UPS,2024-07-02 20:46:01,2024-07-07 20:46:01,delivered
7344,8593,6,pickup,UPS,2025-12-20 18:55:38,2025-12-30 18:55:38,delivered
7345,8594,4,overnight,FedEx,2023-11-20 07:07:27,2023-11-26 07:07:27,delivered
7346,8595,8,standard,USPS,2023-03-04 18:49:15,2023-03-11 18:49:15,delivered
7347,8596,1,overnight,DHL,2024-12-30 23:27:29,2025-01-06 23:27:29,delivered
7348,8597,1,expedited,USPS,2023-07-14 20:04:30,2023-07-19 20:04:30,delivered
7349,8599,4,pickup,USPS,2023-09-22 04:02:18,2023-09-25 04:02:18,in_transit
7350,8600,6,overnight,DHL,2024-05-07 16:26:48,2024-05-16 16:26:48,delivered
7351,8601,2,standard,FedEx,2025-11-17 09:58:46,2025-11-24 09:58:46,delivered
7352,8602,1,standard,UPS,2023-07-14 15:17:46,2023-07-24 15:17:46,delivered
7353,8603,6,standard,DHL,2023-05-01 23:01:41,2023-05-04 23:01:41,in_transit
7354,8604,8,standard,USPS,2025-02-10 17:32:29,,delivered
7355,8605,8,standard,UPS,2025-04-27 18:14:02,2025-04-29 18:14:02,delivered
7356,8606,8,overnight,FedEx,2023-12-25 07:34:07,2023-12-27 07:34:07,delivered
7357,8607,6,pickup,DHL,2023-06-27 18:22:08,2023-07-03 18:22:08,in_transit
7358,8608,2,standard,USPS,2024-11-28 21:09:35,2024-12-06 21:09:35,delivered
7359,8609,1,overnight,USPS,2025-03-12 16:16:26,2025-03-18 16:16:26,in_transit
7360,8610,6,expedited,USPS,2023-06-14 12:47:02,2023-06-19 12:47:02,delivered
7361,8611,8,pickup,DHL,2024-09-07 14:59:03,2024-09-15 14:59:03,delivered
7362,8612,6,overnight,FedEx,2025-09-19 12:31:46,2025-09-25 12:31:46,delivered
7363,8613,6,pickup,FedEx,2024-11-23 04:03:21,2024-12-02 04:03:21,delivered
7364,8614,8,pickup,DHL,2023-01-05 16:49:17,,delivered
7365,8615,4,overnight,DHL,2023-05-26 15:00:10,,delivered
7366,8616,3,expedited,FedEx,2023-01-20 09:08:56,,delivered
7367,8618,4,standard,FedEx,2024-12-15 12:39:54,2024-12-16 12:39:54,delivered
7368,8619,5,standard,FedEx,2023-09-25 21:02:57,,delivered
7369,8620,5,overnight,USPS,2024-05-16 00:37:35,2024-05-25 00:37:35,delivered
7370,8621,6,standard,UPS,2023-04-06 10:26:56,2023-04-12 10:26:56,delivered
7371,8622,5,expedited,UPS,2024-04-01 15:58:17,2024-04-06 15:58:17,in_transit
7372,8623,5,pickup,FedEx,2023-09-01 22:59:43,2023-09-07 22:59:43,delivered
7373,8624,3,standard,UPS,2023-07-05 11:35:14,2023-07-09 11:35:14,delivered
7374,8625,1,overnight,FedEx,2023-01-03 17:20:02,2023-01-13 17:20:02,delivered
7375,8628,1,expedited,USPS,2024-08-17 21:22:42,2024-08-26 21:22:42,delivered
7376,8629,7,overnight,UPS,2025-12-11 19:06:57,2025-12-18 19:06:57,delivered
7377,8630,2,standard,DHL,2024-07-22 21:22:43,2024-07-29 21:22:43,delivered
7378,8631,3,standard,UPS,2025-02-14 20:16:22,2025-02-22 20:16:22,delivered
7379,8632,1,standard,UPS,2023-07-14 18:27:02,2023-07-18 18:27:02,delivered
7380,8633,8,overnight,FedEx,2024-12-30 03:50:59,2025-01-08 03:50:59,delivered
7381,8634,5,overnight,DHL,2025-10-15 01:53:35,2025-10-18 01:53:35,delivered
7382,8635,3,standard,USPS,2025-05-11 04:24:51,,delivered
7383,8636,1,expedited,DHL,2023-09-04 11:35:22,2023-09-09 11:35:22,delivered
7384,8637,4,overnight,DHL,2025-01-21 13:23:09,2025-01-26 13:23:09,in_transit
7385,8638,7,overnight,USPS,2024-11-21 22:59:46,2024-11-25 22:59:46,delivered
7386,8639,3,standard,UPS,2024-06-02 06:24:43,2024-06-03 06:24:43,delivered
7387,8640,5,standard,USPS,2023-08-16 17:21:34,2023-08-22 17:21:34,delivered
7388,8641,7,overnight,FedEx,2023-08-16 09:45:58,2023-08-20 09:45:58,delivered
