return_id,order_id,customer_id,return_reason,return_status,refund_amount,return_date
859,12449,394,Not as described,refunded,467.58,2024-10-03
860,12461,2227,Wrong item,refunded,94.16,2024-08-21
861,12464,2086,Damaged,requested,235.21,2025-09-02
862,12465,4640,Arrived late,approved,467.04,2024-11-16
863,12471,364,Changed mind,refunded,798.54,2023-11-18
864,12480,8879,Wrong item,received,111.16,2025-04-13
865,12493,3847,Changed mind,refunded,676.68,2025-08-17
866,12497,4066,Too small,requested,251.40,2024-12-23
867,12503,8180,Arrived late,refunded,140.77,2024-11-10
868,12504,5733,Arrived late,refunded,1251.37,2023-05-07
869,12519,5936,Arrived late,refunded,741.78,2024-05-18
870,12552,7345,Arrived late,refunded,481.32,2024-08-23
871,12566,546,Damaged,received,51.90,2024-12-05
872,12571,1005,Too large,rejected,1644.68,2024-06-20
873,12578,7337,Arrived late,requested,52.23,2024-05-29
874,12582,7817,Damaged,received,744.02,2023-07-22
875,12584,2457,Not as described,refunded,88.76,2025-07-27
876,12602,6526,Not as described,refunded,3020.86,2024-06-08
877,12612,1159,Changed mind,refunded,1290.79,2026-01-16
878,12626,6280,Wrong item,requested,709.55,2023-09-05
879,12632,7402,Wrong item,refunded,191.60,2025-03-04
880,12638,2999,Wrong item,refunded,984.95,2025-04-02
881,12651,6857,Changed mind,rejected,870.98,2023-03-07
882,12684,6419,Arrived late,refunded,325.14,2025-04-04
883,12685,7383,Changed mind,received,1367.36,2024-11-09
884,12720,9442,Changed mind,refunded,192.54,2023-07-24
885,12737,4653,Too small,refunded,2499.34,2023-10-16
886,12745,4478,Not as described,refunded,452.47,2024-10-30
887,12762,5960,Too large,approved,106.93,2024-03-14
888,12778,9289,Damaged,requested,84.48,2025-10-25
889,12794,6714,Changed mind,requested,9.72,2025-03-28
890,12798,7684,Changed mind,refunded,108.61,2024-09-22
891,12815,3358,Damaged,refunded,164.29,2024-05-28
892,12827,4540,Wrong item,received,702.44,2023-11-21
893,12846,2820,Wrong item,refunded,491.58,2026-01-18
894,12855,147,Wrong item,refunded,304.50,2023-01-25
895,12890,9514,Arrived late,refunded,56.89,2023-06-22
896,12891,5597,Too small,approved,617.47,2025-03-29
897,12923,3789,Not as described,requested,1126.14,2025-06-25
898,12952,5264,Too small,approved,134.30,2025-01-21
899,12961,8436,Changed mind,approved,184.72,2024-04-26
900,12971,3997,Too large,received,864.13,2026-02-13
901,12985,55,Too small,approved,212.08,2023-12-11
902,12999,1902,Damaged,refunded,1273.97,2024-08-24
903,13005,9699,Wrong item,requested,979.65,2024-02-23
904,13010,4931,Arrived late,received,191.37,2025-04-01
905,13016,8092,Arrived late,approved,941.64,2025-12-28
906,13023,2482,Too large,refunded,561.71,2023-05-20
907,13029,7702,Changed mind,requested,216.48,2023-06-25
908,13055,6531,Too small,rejected,772.73,2025-07-17
909,13068,9482,Damaged,received,879.36,2025-05-26
910,13096,2577,Wrong item,refunded,80.21,2023-06-28
911,13100,4756,Too large,refunded,2134.55,2024-01-06
912,13119,4930,Arrived late,refunded,295.86,2024-02-14
913,13126,1063,Too large,approved,154.36,2024-02-14
914,13128,1607,Too large,requested,816.89,2023-05-21
915,13149,8211,Changed mind,refunded,213.60,2025-10-18
916,13153,3955,Damaged,received,835.47,2023-07-23
917,13160,50,Not as described,refunded,72.22,2024-01-04
918,13167,8200,Too small,refunded,462.42,2025-12-02
919,13173,610,Changed mind,refunded,2032.33,2024-03-03
920,13185,5848,Too small,refunded,1085.09,2023-07-13
921,13194,4524,Too small,received,200.70,2025-09-30
922,13256,7607,Not as described,received,405.48,2023-07-26
923,13286,9541,Wrong item,received,748.21,2025-11-16
924,13293,3360,Too small,received,786.52,2023-02-23
925,13319,1262,Too large,received,96.19,2026-02-04
926,13321,8886,Too small,approved,201.01,2023-03-26
927,13327,5336,Not as described,refunded,44.36,2026-02-22
928,13328,6931,Changed mind,rejected,405.18,2025-08-14
929,13336,359,Too large,rejected,310.61,2023-09-16
930,13357,2501,Arrived late,requested,445.35,2025-05-12
931,13367,6948,Not as described,approved,42.25,2024-10-25
932,13375,9345,Arrived late,approved,120.98,2023-10-10
933,13382,7528,Too large,refunded,852.98,2024-04-12
934,13401,745,Too small,received,177.45,2025-05-10
935,13437,1330,Changed mind,received,45.67,2025-02-02
936,13445,1850,Arrived late,requested,24.34,2025-04-28
937,13479,24,Arrived late,approved,861.72,2024-04-30
938,13483,1645,Changed mind,received,598.37,2025-10-14
939,13489,4997,Not as described,refunded,307.10,2024-07-09
940,13491,8982,Wrong item,approved,223.74,2024-01-03
941,13528,7347,Wrong item,received,886.82,2024-05-21
942,13533,853,Too large,approved,1753.64,2025-04-14
943,13544,8736,Not as described,refunded,126.94,2025-06-14
944,13553,9866,Wrong item,approved,1559.33,2025-02-15
945,13560,5972,Damaged,refunded,1017.49,2025-09-25
946,13579,3883,Too small,received,336.20,2023-10-25
947,13593,1317,Too large,rejected,35.22,2023-04-22
948,13626,127,Changed mind,refunded,213.78,2025-07-02
949,13628,6193,Too large,refunded,1047.73,2024-03-29
950,13642,8743,Too small,refunded,929.47,2023-08-27
951,13646,2620,Damaged,refunded,1132.06,2023-11-30
952,13653,5543,Arrived late,requested,148.79,2025-08-27
953,13660,1095,Wrong item,refunded,446.64,2024-10-12
954,13664,3144,Arrived late,refunded,1237.24,2025-10-15
955,13685,1728,Changed mind,approved,104.57,2026-03-03
956,13694,7731,Changed mind,approved,533.52,2023-04-11
957,13699,1508,Damaged,refunded,43.24,2024-01-19
958,13712,7064,Damaged,refunded,318.51,2023-07-22
959,13743,4063,Damaged,approved,240.08,2025-05-28
960,13773,1846,Not as described,requested,458.07,2023-12-07
961,13784,9844,Too large,refunded,670.58,2023-12-31
962,13801,3342,Not as described,received,121.91,2023-06-27
963,13806,3552,Changed mind,approved,82.75,2023-06-22
964,13836,9252,Arrived late,refunded,75.36,2023-05-24
965,13839,2953,Changed mind,refunded,1133.49,2023-04-03
966,13846,7375,Arrived late,refunded,72.62,2025-08-26
967,13858,4989,Damaged,requested,1191.40,2023-08-04
968,13914,3411,Arrived late,refunded,1724.31,2024-04-22
969,13924,5501,Too large,approved,125.71,2024-10-09
970,13931,3662,Not as described,approved,860.06,2025-04-30
971,13937,6725,Too small,received,1508.63,2023-06-13
972,14045,2654,Not as described,rejected,38.59,2023-07-18
973,14082,9506,Too small,refunded,1826.91,2025-09-30
974,14086,3715,Not as described,refunded,343.90,2024-08-25
975,14098,2957,Too small,approved,534.79,2024-06-25
976,14129,6651,Arrived late,refunded,1075.62,2024-05-25
977,14137,8179,Damaged,requested,47.15,2024-12-20
978,14139,1964,Too large,approved,33.96,2024-12-12
979,14155,9723,Arrived late,approved,104.61,2025-03-29
980,14159,971,Not as described,refunded,581.99,2024-01-20
981,14191,7726,Not as described,refunded,18.27,2023-08-30
982,14198,5124,Changed mind,approved,300.14,2025-11-02
983,14203,5181,Damaged,refunded,155.89,2024-07-27
984,14204,3739,Too large,received,663.08,2025-03-03
985,14210,7956,Changed mind,approved,178.28,2023-06-26
986,14231,2788,Changed mind,refunded,438.01,2025-02-14
987,14232,3464,Too large,refunded,1237.12,2024-05-09
988,14236,9921,Wrong item,received,962.75,2024-02-27
989,14237,7700,Arrived late,requested,347.72,2024-08-03
990,14271,302,Damaged,refunded,1854.01,2025-12-05
991,14319,146,Wrong item,rejected,248.59,2023-11-14
992,14331,4488,Damaged,requested,345.52,2023-07-24
993,14388,8367,Changed mind,refunded,64.75,2023-11-28
994,14394,4086,Changed mind,rejected,224.50,2023-03-30
995,14400,9524,Arrived late,refunded,243.68,2023-03-26
996,14404,1,Wrong item,refunded,1091.69,2024-09-02
997,14408,8306,Changed mind,received,124.87,2023-07-05
998,14418,2649,Too small,refunded,959.90,2025-11-11
999,14425,4915,Arrived late,refunded,1363.08,2024-03-08
1000,14455,5255,Too small,refunded,591.23,2025-12-05
1001,14459,1421,Too large,received,493.76,2025-05-12
1002,14464,7748,Changed mind,refunded,545.55,2023-03-03
1003,14476,7452,Wrong item,refunded,757.25,2024-11-06
1004,14481,157,Arrived late,refunded,1729.41,2025-11-14
1005,14483,2532,Changed mind,refunded,16.52,2024-02-09
1006,14498,9195,Arrived late,approved,127.03,2023-10-18
1007,14527,2100,Too large,refunded,967.22,2024-05-05
1008,14551,3097,Too large,rejected,463.43,2023-12-30
1009,14627,3707,Too large,refunded,1096.68,2024-02-29
1010,14630,1467,Too large,received,426.46,2024-02-29
1011,14660,2681,Damaged,rejected,586.38,2025-10-18
1012,14692,1232,Not as described,requested,40.54,2024-11-16
1013,14702,1363,Changed mind,refunded,1010.26,2025-09-09
1014,14707,1337,Damaged,refunded,73.29,2023-04-26
1015,14745,2921,Damaged,refunded,1106.93,2023-11-26
1016,14753,1152,Too small,refunded,415.96,2023-09-15
1017,14768,5493,Damaged,approved,2611.50,2025-05-05
1018,14800,100,Too small,refunded,402.21,2025-09-06
1019,14813,3398,Too large,refunded,1982.59,2023-12-10
1020,14828,1201,Changed mind,refunded,388.48,2024-01-27
1021,14840,3596,Damaged,requested,1024.11,2025-04-28
1022,14864,9603,Too small,refunded,664.87,2024-03-30
1023,14885,8493,Changed mind,refunded,1063.96,2024-07-05
1024,14929,9400,Damaged,refunded,229.97,2025-10-07
1025,14938,7536,Not as described,requested,531.02,2026-02-01
1026,14961,1041,Arrived late,rejected,356.66,2025-04-04
1027,14997,1418,Arrived late,requested,178.74,2025-07-20
1028,15006,5851,Too large,received,115.23,2025-10-13
1029,15012,5234,Arrived late,refunded,335.69,2024-06-23
1030,15019,4981,Not as described,received,282.26,2023-10-21
1031,15022,6173,Arrived late,received,1018.56,2023-09-02
1032,15036,8680,Not as described,approved,231.73,2023-07-15
1033,15064,6704,Too small,refunded,1208.29,2025-03-30
1034,15067,2779,Not as described,refunded,209.79,2025-08-22
1035,15071,4976,Wrong item,rejected,180.86,2023-08-29
1036,15080,7707,Damaged,requested,1251.35,2023-08-29
1037,15086,1570,Too small,refunded,13.29,2023-08-12
1038,15108,9198,Arrived late,approved,405.22,2025-11-02
1039,15127,6944,Damaged,refunded,1843.38,2025-09-01
1040,15139,129,Arrived late,rejected,1266.48,2024-08-31
1041,15140,2255,Not as described,approved,27.58,2024-09-16
1042,15156,5149,Too large,rejected,603.04,2024-08-27
1043,15168,7015,Not as described,refunded,1421.99,2024-01-15
1044,15169,4563,Not as described,refunded,584.36,2025-02-28
1045,15179,9764,Too large,refunded,384.14,2025-01-15
1046,15180,5541,Damaged,refunded,302.87,2026-01-16
1047,15205,1218,Changed mind,refunded,442.82,2025-11-15
1048,15209,4729,Not as described,received,802.98,2024-06-12
1049,15224,233,Too large,refunded,116.68,2024-12-31
1050,15233,4330,Too small,refunded,1789.46,2024-11-23
1051,15243,8590,Wrong item,rejected,555.49,2023-02-25
1052,15253,4665,Changed mind,received,348.46,2025-10-22
1053,15324,5635,Too large,approved,178.19,2025-09-02
1054,15326,2152,Wrong item,rejected,296.83,2025-06-17
1055,15340,9608,Changed mind,refunded,1266.01,2026-02-10
1056,15375,1640,Too large,rejected,363.80,2024-08-23
1057,15395,2208,Not as described,refunded,2479.19,2024-06-11
1058,15444,6346,Too small,refunded,159.56,2024-12-22
1059,15471,7243,Arrived late,received,388.31,2023-06-26
1060,15475,7550,Wrong item,received,277.94,2025-05-03
1061,15498,4402,Damaged,received,429.63,2025-12-26
1062,15501,5942,Changed mind,approved,1076.42,2024-01-15
1063,15525,1173,Too large,received,867.38,2023-04-24
1064,15556,4166,Not as described,received,267.73,2023-09-04
1065,15567,4416,Too large,approved,201.77,2023-11-02
1066,15594,4355,Wrong item,refunded,451.76,2024-07-06
1067,15595,1533,Damaged,received,109.65,2024-07-18
1068,15602,6411,Arrived late,received,77.49,2025-12-12
1069,15605,5707,Damaged,approved,1482.20,2025-04-11
1070,15614,6587,Too small,requested,284.22,2023-06-07
1071,15626,5135,Not as described,refunded,144.71,2025-12-20
1072,15629,5918,Wrong item,received,255.98,2024-07-21
1073,15648,2410,Too small,rejected,332.63,2024-05-16
1074,15655,2263,Damaged,refunded,809.80,2023-12-26
1075,15674,1649,Wrong item,refunded,256.28,2024-08-04
1076,15680,2900,Too large,requested,172.77,2024-04-28
1077,15687,4423,Changed mind,approved,171.95,2023-12-23
1078,15727,9361,Arrived late,refunded,185.33,2025-03-12
1079,15763,6408,Too small,rejected,749.27,2024-06-20
1080,15782,5745,Arrived late,refunded,405.91,2025-02-09
1081,15783,7017,Damaged,refunded,15.23,2024-08-12
1082,15799,443,Arrived late,received,1095.63,2023-10-14
1083,15833,7521,Wrong item,received,194.42,2024-03-27
1084,15863,39,Changed mind,refunded,1057.26,2025-01-31
1085,15883,923,Not as described,refunded,313.41,2024-06-10
1086,15884,8114,Arrived late,approved,250.70,2025-07-12
1087,15907,8203,Damaged,approved,334.83,2024-03-20
1088,15920,1972,Wrong item,requested,637.16,2024-03-23
1089,15931,7152,Too small,refunded,419.71,2024-05-28
1090,15933,1052,Changed mind,refunded,804.45,2024-05-12
1091,15934,3438,Too large,refunded,542.39,2023-11-28
1092,15948,6440,Too small,refunded,282.77,2024-09-14
1093,15964,9211,Too small,refunded,144.32,2026-01-23
1094,15974,4396,Damaged,refunded,561.44,2023-11-08
1095,15998,4162,Too large,approved,500.78,2023-12-29
1096,16024,7652,Not as described,approved,1658.38,2023-04-22
1097,16039,1261,Too large,received,1396.56,2023-09-24
1098,16051,7463,Damaged,refunded,43.91,2024-04-22
1099,16057,7798,Not as described,approved,40.96,2023-11-03
1100,16081,1483,Too small,requested,426.87,2024-09-12
1101,16140,8116,Not as described,requested,1117.56,2025-12-17
1102,16146,8268,Arrived late,received,93.66,2026-02-06
1103,16171,4107,Too large,approved,60.60,2023-06-05
1104,16180,8553,Changed mind,approved,360.45,2024-07-13
1105,16231,5006,Too large,rejected,1753.48,2025-09-03
1106,16258,9129,Too large,rejected,1079.40,2024-12-09
1107,16260,5609,Changed mind,received,561.88,2024-05-18
1108,16265,2879,Arrived late,refunded,267.06,2023-06-11
1109,16266,4394,Damaged,approved,307.27,2025-07-25
1110,16269,1300,Not as described,approved,201.77,2026-01-17
1111,16299,8950,Damaged,received,574.97,2025-03-03
1112,16302,1603,Damaged,refunded,117.96,2024-02-13
1113,16303,3747,Not as described,refunded,80.90,2025-04-08
1114,16317,2070,Arrived late,refunded,96.11,2025-11-23
1115,16334,5242,Wrong item,received,930.56,2024-11-07
1116,16353,6468,Too small,refunded,1727.28,2024-12-13
1117,16369,3081,Too small,approved,996.28,2023-12-01
1118,16394,1849,Damaged,requested,128.50,2024-01-05
1119,16475,9655,Arrived late,approved,3006.20,2024-11-14
1120,16483,2862,Arrived late,received,2021.70,2024-02-14
1121,16495,4107,Too small,received,503.03,2024-03-06
1122,16505,9670,Arrived late,refunded,1033.70,2024-09-22
1123,16508,5580,Too large,refunded,1020.51,2023-05-01
1124,16515,5974,Damaged,refunded,388.26,2025-12-30
1125,16521,668,Too small,refunded,781.88,2024-01-17
1126,16526,8197,Changed mind,refunded,636.64,2025-08-08
1127,16537,2956,Changed mind,refunded,721.09,2025-05-17
1128,16548,230,Wrong item,received,1152.85,2023-05-14
1129,16564,5530,Too large,received,904.69,2026-01-21
1130,16574,1065,Wrong item,requested,65.07,2025-06-12
1131,16636,7543,Changed mind,approved,223.24,2023-05-30
1132,16646,9455,Wrong item,approved,243.63,2024-03-30
1133,16682,2184,Too small,refunded,467.82,2024-07-09
1134,16708,2914,Changed mind,refunded,1206.02,2025-05-17
1135,16712,9161,Too large,refunded,437.47,2025-01-02
1136,16714,9394,Wrong item,rejected,344.21,2025-11-10
1137,16719,7548,Too small,approved,117.48,2023-02-28
1138,16720,6550,Wrong item,refunded,528.36,2024-02-10
1139,16724,9478,Wrong item,rejected,117.13,2023-07-29
1140,16728,4243,Wrong item,approved,66.02,2024-05-29
1141,16733,5993,Changed mind,rejected,145.05,2025-02-15
1142,16739,8840,Too small,approved,116.88,2025-02-25
1143,16755,9101,Wrong item,received,1535.69,2023-06-11
1144,16757,3896,Damaged,refunded,181.31,2025-04-10
1145,16762,6925,Arrived late,refunded,838.00,2025-10-09
1146,16763,9098,Not as described,approved,1152.22,2023-08-26
1147,16773,6664,Too small,received,454.39,2025-07-12
1148,16796,3878,Not as described,received,881.07,2023-07-29
1149,16808,497,Changed mind,refunded,480.43,2024-02-12
1150,16821,5679,Arrived late,refunded,339.33,2025-04-25
1151,16824,8552,Too large,rejected,744.19,2024-05-11
1152,16825,1422,Wrong item,requested,408.72,2023-10-19
1153,16841,916,Damaged,received,3850.80,2025-05-24
1154,16868,2577,Too large,refunded,258.47,2024-03-08
1155,16894,174,Damaged,approved,336.52,2024-09-30
1156,16936,2164,Arrived late,rejected,38.65,2024-07-02
1157,16952,9043,Arrived late,rejected,578.25,2025-08-04
1158,16973,6214,Arrived late,received,473.49,2023-06-24
1159,16978,8757,Too small,requested,1056.87,2025-06-21
1160,16998,9838,Changed mind,received,232.94,2025-10-13
1161,17022,2399,Changed mind,requested,328.96,2024-11-18
1162,17034,8255,Damaged,received,570.51,2023-09-05
1163,17087,2332,Damaged,refunded,1413.64,2026-01-29
1164,17100,9431,Not as described,refunded,45.82,2024-04-07
1165,17101,5369,Damaged,approved,340.27,2024-02-21
1166,17108,7121,Too large,rejected,774.05,2024-12-12
1167,17115,817,Too small,requested,469.96,2023-08-31
1168,17118,6799,Too large,requested,321.38,2025-04-17
1169,17146,2827,Wrong item,requested,303.12,2025-02-19
1170,17206,2150,Arrived late,requested,1804.13,2024-08-18
1171,17215,2271,Arrived late,requested,513.45,2024-11-07
1172,17218,4856,Not as described,received,1991.04,2025-12-02
1173,17221,2845,Arrived late,requested,204.30,2025-10-13
1174,17224,4681,Wrong item,approved,102.91,2024-05-21
1175,17229,1529,Wrong item,refunded,637.58,2024-02-10
1176,17244,1574,Not as described,requested,1150.69,2025-03-25
1177,17252,6998,Wrong item,refunded,96.11,2023-06-21
1178,17260,9734,Arrived late,refunded,837.22,2023-09-30
1179,17268,6340,Changed mind,refunded,1089.17,2023-11-11
1180,17277,8964,Too large,received,798.93,2024-08-27
1181,17299,211,Wrong item,refunded,1079.91,2023-10-06
1182,17334,6624,Too large,refunded,516.08,2025-08-17
1183,17374,4922,Damaged,requested,373.55,2023-04-22
1184,17388,5432,Too large,refunded,23.30,2024-01-28
1185,17396,551,Not as described,refunded,42.36,2023-05-05
1186,17412,103,Damaged,refunded,819.30,2025-11-18
1187,17439,6797,Damaged,refunded,113.72,2023-12-15
1188,17453,9378,Damaged,received,128.45,2023-05-01
1189,17457,3123,Arrived late,requested,268.13,2024-02-21
1190,17459,9859,Not as described,approved,498.78,2025-12-02
1191,17489,8989,Not as described,refunded,82.34,2024-09-05
1192,17509,5381,Too large,received,2602.55,2026-01-21
1193,17527,6991,Too small,received,57.18,2025-09-22
1194,17564,1064,Wrong item,requested,765.50,2024-07-10
1195,17579,2716,Damaged,refunded,255.61,2024-05-21
1196,17593,6223,Not as described,refunded,3500.24,2023-03-14
1197,17620,2650,Changed mind,refunded,703.54,2023-02-25
1198,17648,9027,Too small,requested,1050.70,2023-03-07
1199,17682,2396,Arrived late,refunded,576.82,2025-05-07
1200,17705,5126,Not as described,refunded,270.86,2023-02-15
1201,17707,1151,Too small,refunded,806.80,2025-05-30
1202,17720,2257,Wrong item,received,248.42,2024-09-10
1203,17739,9524,Wrong item,requested,789.75,2023-11-22
1204,17770,2500,Changed mind,refunded,1933.74,2025-02-04
1205,17788,3322,Too small,refunded,552.73,2025-09-19
1206,17789,4002,Not as described,received,198.25,2024-08-23
1207,17795,5190,Not as described,approved,99.29,2025-02-18
1208,17817,1795,Not as described,refunded,180.77,2023-11-25
1209,17829,5198,Arrived late,refunded,449.31,2025-06-20
1210,17858,7817,Wrong item,refunded,677.77,2025-11-23
1211,17882,9357,Wrong item,refunded,13.78,2023-12-06
1212,17929,302,Changed mind,received,198.96,2025-04-11
1213,17959,639,Wrong item,refunded,153.35,2024-09-24
1214,17960,3605,Changed mind,rejected,1259.69,2025-06-30
1215,17966,2437,Damaged,refunded,601.28,2024-07-21
1216,18010,8031,Damaged,refunded,2456.53,2024-06-15
1217,18016,5758,Damaged,requested,110.90,2025-11-09
1218,18028,1745,Too small,approved,383.60,2023-06-28
1219,18065,935,Wrong item,approved,105.50,2023-07-12
1220,18075,7933,Not as described,refunded,493.75,2025-12-07
1221,18083,6735,Too small,approved,135.74,2024-11-04
1222,18094,2388,Too large,refunded,907.22,2024-09-02
1223,18098,3091,Wrong item,approved,621.81,2024-11-13
1224,18099,5176,Damaged,received,341.56,2024-08-18
1225,18101,4697,Not as described,rejected,460.90,2024-10-07
1226,18109,5056,Wrong item,received,2977.76,2023-05-01
1227,18114,2307,Wrong item,rejected,201.13,2024-03-13
1228,18131,7513,Too small,refunded,566.13,2023-05-09
1229,18166,3108,Arrived late,approved,68.47,2025-10-15
1230,18173,1751,Too small,requested,263.33,2025-02-28
1231,18191,4949,Damaged,received,641.29,2023-04-27
1232,18212,8622,Wrong item,refunded,141.14,2025-03-19
1233,18238,8782,Too large,received,121.55,2024-10-01
1234,18255,6724,Damaged,approved,87.31,2024-03-01
1235,18256,9882,Arrived late,refunded,48.83,2024-04-02
1236,18259,5514,Not as described,approved,928.88,2024-05-02
1237,18263,3525,Too large,refunded,185.94,2024-11-14
1238,18268,4581,Too large,refunded,1422.98,2024-05-06
1239,18287,1799,Too large,refunded,1834.81,2023-08-23
1240,18293,9037,Wrong item,refunded,37.31,2024-06-02
1241,18303,6061,Not as described,requested,348.29,2024-03-12
1242,18316,1584,Wrong item,refunded,238.08,2023-03-01
1243,18318,9385,Wrong item,received,60.79,2024-11-24
1244,18335,2043,Too large,approved,634.11,2024-03-06
1245,18366,7803,Too large,requested,1353.35,2023-07-22
1246,18397,5783,Not as described,refunded,1691.27,2024-07-02
1247,18398,8353,Changed mind,refunded,1362.75,2024-07-05
1248,18418,9730,Wrong item,received,366.23,2025-01-13
1249,18446,1968,Not as described,requested,269.98,2023-11-30
1250,18452,3344,Arrived late,refunded,481.69,2024-04-07
1251,18480,4450,Not as described,requested,39.39,2024-08-29
1252,18492,2695,Arrived late,approved,1102.24,2023-11-03
1253,18494,2638,Damaged,received,2975.72,2024-07-03
1254,18507,2646,Changed mind,received,1160.58,2025-08-05
1255,18526,3855,Arrived late,refunded,663.23,2025-12-18
1256,18530,7050,Arrived late,received,336.19,2025-11-16
1257,18536,2295,Arrived late,rejected,280.48,2025-06-08
1258,18542,3589,Not as described,received,135.43,2024-02-24
1259,18560,8752,Damaged,approved,170.36,2023-08-09
1260,18562,4031,Damaged,received,147.94,2024-08-23
1261,18565,9581,Arrived late,rejected,1014.18,2025-01-05
1262,18569,7812,Too large,received,582.02,2024-02-23
1263,18591,2757,Not as described,received,206.78,2025-01-25
1264,18593,3771,Wrong item,received,322.91,2025-06-14
1265,18614,6250,Too small,refunded,591.79,2024-11-13
1266,18615,5989,Wrong item,requested,22.05,2023-11-05
1267,18652,5834,Not as described,received,522.95,2025-02-18
1268,18654,2081,Arrived late,refunded,268.27,2023-12-17
1269,18657,2274,Arrived late,refunded,901.77,2025-03-30
1270,18659,2972,Damaged,approved,24.28,2025-05-24
1271,18660,6224,Too large,approved,107.54,2024-02-27
1272,18678,9950,Changed mind,received,69.58,2025-06-22
1273,18688,6132,Arrived late,approved,420.25,2025-06-30
1274,18689,3295,Changed mind,approved,3.64,2025-10-27
1275,18705,7302,Arrived late,approved,197.15,2024-07-28
1276,18706,9024,Too small,received,63.88,2023-09-30
1277,18737,3033,Too large,requested,156.54,2025-07-12
1278,18765,874,Damaged,received,144.11,2026-01-15
1279,18822,5456,Arrived late,refunded,1012.72,2023-04-09
1280,18826,6073,Not as described,rejected,182.44,2025-06-26
1281,18833,6011,Changed mind,rejected,1669.17,2024-09-02
1282,18861,5680,Wrong item,refunded,612.01,2024-03-27
1283,18876,4304,Arrived late,requested,378.44,2023-08-16
1284,18887,3493,Too large,approved,983.74,2023-06-17
1285,18891,7515,Too small,refunded,1165.17,2025-09-20
1286,18896,2498,Changed mind,approved,1020.01,2025-01-16
1287,18912,4661,Changed mind,requested,596.52,2023-09-19
1288,18914,6984,Not as described,approved,1022.71,2023-05-18
1289,18953,3563,Too small,refunded,1142.67,2025-03-02
1290,18959,7683,Wrong item,received,103.57,2023-11-13
1291,18969,6823,Wrong item,refunded,96.93,2024-01-13
1292,18971,111,Arrived late,refunded,1726.62,2024-11-22
1293,18987,5506,Too small,received,16.54,2023-08-02
1294,18989,4037,Wrong item,requested,523.76,2024-10-24
1295,18999,8198,Changed mind,refunded,1233.15,2023-02-07
1296,19014,8149,Wrong item,refunded,355.59,2024-02-14
1297,19041,6365,Damaged,rejected,453.36,2025-10-07
1298,19053,8016,Too large,approved,15.76,2023-08-09
1299,19054,468,Arrived late,received,312.34,2024-02-20
1300,19071,9461,Too small,refunded,895.60,2025-12-22
1301,19074,682,Damaged,received,245.36,2024-01-17
1302,19078,6098,Not as described,approved,260.56,2023-02-26
1303,19100,5913,Damaged,refunded,109.27,2026-01-03
1304,19109,7008,Changed mind,received,110.48,2024-09-17
1305,19135,2974,Wrong item,refunded,1441.49,2024-10-01
1306,19158,1616,Changed mind,approved,3540.79,2024-02-04
1307,19161,3926,Wrong item,requested,535.80,2025-06-22
1308,19166,7219,Changed mind,received,174.11,2025-12-11
1309,19176,7234,Not as described,refunded,317.55,2024-02-18
1310,19190,8411,Too large,approved,401.27,2024-01-06
1311,19200,3626,Too large,received,330.84,2024-12-15
1312,19231,3873,Wrong item,refunded,1191.52,2025-12-05
1313,19270,50,Too small,received,531.92,2023-02-02
1314,19307,7025,Too small,refunded,49.81,2023-05-31
1315,19336,3863,Too large,refunded,728.27,2025-04-12
1316,19349,3311,Changed mind,approved,638.76,2025-09-08
1317,19367,2558,Damaged,refunded,275.96,2023-06-05
1318,19374,7416,Arrived late,refunded,698.15,2025-02-09
1319,19431,9680,Damaged,requested,552.67,2024-01-12
1320,19444,2199,Arrived late,received,1351.96,2023-09-26
1321,19457,9757,Damaged,refunded,849.12,2024-10-29
1322,19463,9984,Not as described,received,195.36,2023-07-09
1323,19481,2268,Wrong item,requested,78.25,2023-12-24
1324,19487,8295,Changed mind,approved,258.33,2024-11-02
1325,19490,9299,Arrived late,refunded,2805.10,2025-11-19
1326,19495,5550,Damaged,refunded,111.45,2025-06-14
1327,19538,8653,Arrived late,refunded,480.83,2024-03-25
1328,19554,563,Too large,rejected,410.52,2024-08-27
1329,19571,5776,Changed mind,received,702.59,2025-08-24
1330,19573,532,Wrong item,refunded,1023.71,2023-08-07
1331,19581,3104,Too small,requested,147.21,2025-03-21
1332,19582,9987,Changed mind,refunded,416.80,2023-10-08
1333,19585,7984,Wrong item,approved,831.62,2024-05-05
1334,19587,7541,Damaged,received,292.12,2023-09-01
1335,19604,2808,Not as described,requested,241.16,2024-12-30
1336,19617,1174,Too small,received,294.30,2024-02-16
1337,19646,3066,Too large,received,378.02,2025-01-28
1338,19651,5087,Damaged,approved,213.76,2024-12-26
1339,19663,7730,Wrong item,refunded,783.60,2023-02-08
1340,19668,6840,Too large,rejected,836.74,2024-03-31
1341,19673,9535,Changed mind,refunded,1918.30,2024-04-11
1342,19680,1370,Too large,received,379.12,2023-10-09
1343,19704,2945,Too large,refunded,2463.65,2026-01-21
1344,19710,2208,Changed mind,approved,452.94,2023-09-02
1345,19732,3731,Arrived late,refunded,5.23,2025-05-19
1346,19769,8476,Damaged,approved,349.40,2025-01-09
1347,19778,1751,Wrong item,received,653.54,2024-02-05
1348,19802,5555,Too small,refunded,1367.15,2023-11-18
1349,19813,5826,Arrived late,rejected,535.64,2023-05-21
1350,19815,4715,Arrived late,refunded,570.85,2024-01-18
1351,19886,5365,Damaged,refunded,29.93,2025-10-02
